season,round,circuit_id,country,url
2005,1,albert_park,Australia,http://en.wikipedia.org/wiki/2005_Australian_Grand_Prix
2005,2,sepang,Malaysia,http://en.wikipedia.org/wiki/2005_Malaysian_Grand_Prix
2005,3,bahrain,Bahrain,http://en.wikipedia.org/wiki/2005_Bahrain_Grand_Prix
2005,4,imola,Italy,http://en.wikipedia.org/wiki/2005_San_Marino_Grand_Prix
2005,5,catalunya,Spain,http://en.wikipedia.org/wiki/2005_Spanish_Grand_Prix
2005,6,monaco,Monaco,http://en.wikipedia.org/wiki/2005_Monaco_Grand_Prix
2005,7,nurburgring,Germany,http://en.wikipedia.org/wiki/2005_European_Grand_Prix
2005,8,villeneuve,Canada,http://en.wikipedia.org/wiki/2005_Canadian_Grand_Prix
2005,9,indianapolis,USA,http://en.wikipedia.org/wiki/2005_United_States_Grand_Prix
2005,10,magny_cours,France,http://en.wikipedia.org/wiki/2005_French_Grand_Prix
2005,11,silverstone,UK,http://en.wikipedia.org/wiki/2005_British_Grand_Prix
2005,12,hockenheimring,Germany,http://en.wikipedia.org/wiki/2005_German_Grand_Prix
2005,13,hungaroring,Hungary,http://en.wikipedia.org/wiki/2005_Hungarian_Grand_Prix
2005,14,istanbul,Turkey,http://en.wikipedia.org/wiki/2005_Turkish_Grand_Prix
2005,15,monza,Italy,http://en.wikipedia.org/wiki/2005_Italian_Grand_Prix
2005,16,spa,Belgium,http://en.wikipedia.org/wiki/2005_Belgian_Grand_Prix
2005,17,interlagos,Brazil,http://en.wikipedia.org/wiki/2005_Brazilian_Grand_Prix
2005,18,suzuka,Japan,http://en.wikipedia.org/wiki/2005_Japanese_Grand_Prix
2005,19,shanghai,China,http://en.wikipedia.org/wiki/2005_Chinese_Grand_Prix
2006,1,bahrain,Bahrain,http://en.wikipedia.org/wiki/2006_Bahrain_Grand_Prix
2006,2,sepang,Malaysia,http://en.wikipedia.org/wiki/2006_Malaysian_Grand_Prix
2006,3,albert_park,Australia,http://en.wikipedia.org/wiki/2006_Australian_Grand_Prix
2006,4,imola,Italy,http://en.wikipedia.org/wiki/2006_San_Marino_Grand_Prix
2006,5,nurburgring,Germany,http://en.wikipedia.org/wiki/2006_European_Grand_Prix
2006,6,catalunya,Spain,http://en.wikipedia.org/wiki/2006_Spanish_Grand_Prix
2006,7,monaco,Monaco,http://en.wikipedia.org/wiki/2006_Monaco_Grand_Prix
2006,8,silverstone,UK,http://en.wikipedia.org/wiki/2006_British_Grand_Prix
2006,9,villeneuve,Canada,http://en.wikipedia.org/wiki/2006_Canadian_Grand_Prix
2006,10,indianapolis,USA,http://en.wikipedia.org/wiki/2006_United_States_Grand_Prix
2006,11,magny_cours,France,http://en.wikipedia.org/wiki/2006_French_Grand_Prix
2006,12,hockenheimring,Germany,http://en.wikipedia.org/wiki/2006_German_Grand_Prix
2006,13,hungaroring,Hungary,http://en.wikipedia.org/wiki/2006_Hungarian_Grand_Prix
2006,14,istanbul,Turkey,http://en.wikipedia.org/wiki/2006_Turkish_Grand_Prix
2006,15,monza,Italy,http://en.wikipedia.org/wiki/2006_Italian_Grand_Prix
2006,16,shanghai,China,http://en.wikipedia.org/wiki/2006_Chinese_Grand_Prix
2006,17,suzuka,Japan,http://en.wikipedia.org/wiki/2006_Japanese_Grand_Prix
2006,18,interlagos,Brazil,http://en.wikipedia.org/wiki/2006_Brazilian_Grand_Prix
2007,1,albert_park,Australia,http://en.wikipedia.org/wiki/2007_Australian_Grand_Prix
2007,2,sepang,Malaysia,http://en.wikipedia.org/wiki/2007_Malaysian_Grand_Prix
2007,3,bahrain,Bahrain,http://en.wikipedia.org/wiki/2007_Bahrain_Grand_Prix
2007,4,catalunya,Spain,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix
2007,5,monaco,Monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
2007,6,villeneuve,Canada,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
2007,7,indianapolis,USA,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
2007,8,magny_cours,France,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
2007,9,silverstone,UK,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
2007,10,nurburgring,Germany,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
2007,11,hungaroring,Hungary,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
2007,12,istanbul,Turkey,http://en.wikipedia.org/wiki/2007_Turkish_Grand_Prix
2007,13,monza,Italy,http://en.wikipedia.org/wiki/2007_Italian_Grand_Prix
2007,14,spa,Belgium,http://en.wikipedia.org/wiki/2007_Belgian_Grand_Prix
2007,15,fuji,Japan,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix
2007,16,shanghai,China,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix
2007,17,interlagos,Brazil,http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix
2008,1,albert_park,Australia,http://en.wikipedia.org/wiki/2008_Australian_Grand_Prix
2008,2,sepang,Malaysia,http://en.wikipedia.org/wiki/2008_Malaysian_Grand_Prix
2008,3,bahrain,Bahrain,http://en.wikipedia.org/wiki/2008_Bahrain_Grand_Prix
2008,4,catalunya,Spain,http://en.wikipedia.org/wiki/2008_Spanish_Grand_Prix
2008,5,istanbul,Turkey,http://en.wikipedia.org/wiki/2008_Turkish_Grand_Prix
2008,6,monaco,Monaco,http://en.wikipedia.org/wiki/2008_Monaco_Grand_Prix
2008,7,villeneuve,Canada,http://en.wikipedia.org/wiki/2008_Canadian_Grand_Prix
2008,8,magny_cours,France,http://en.wikipedia.org/wiki/2008_French_Grand_Prix
2008,9,silverstone,UK,http://en.wikipedia.org/wiki/2008_British_Grand_Prix
2008,10,hockenheimring,Germany,http://en.wikipedia.org/wiki/2008_German_Grand_Prix
2008,11,hungaroring,Hungary,http://en.wikipedia.org/wiki/2008_Hungarian_Grand_Prix
2008,12,valencia,Spain,http://en.wikipedia.org/wiki/2008_European_Grand_Prix
2008,13,spa,Belgium,http://en.wikipedia.org/wiki/2008_Belgian_Grand_Prix
2008,14,monza,Italy,http://en.wikipedia.org/wiki/2008_Italian_Grand_Prix
2008,15,marina_bay,Singapore,http://en.wikipedia.org/wiki/2008_Singapore_Grand_Prix
2008,16,fuji,Japan,http://en.wikipedia.org/wiki/2008_Japanese_Grand_Prix
2008,17,shanghai,China,http://en.wikipedia.org/wiki/2008_Chinese_Grand_Prix
2008,18,interlagos,Brazil,http://en.wikipedia.org/wiki/2008_Brazilian_Grand_Prix
2009,1,albert_park,Australia,http://en.wikipedia.org/wiki/2009_Australian_Grand_Prix
2009,2,sepang,Malaysia,http://en.wikipedia.org/wiki/2009_Malaysian_Grand_Prix
2009,3,shanghai,China,http://en.wikipedia.org/wiki/2009_Chinese_Grand_Prix
2009,4,bahrain,Bahrain,http://en.wikipedia.org/wiki/2009_Bahrain_Grand_Prix
2009,5,catalunya,Spain,http://en.wikipedia.org/wiki/2009_Spanish_Grand_Prix
2009,6,monaco,Monaco,http://en.wikipedia.org/wiki/2009_Monaco_Grand_Prix
2009,7,istanbul,Turkey,http://en.wikipedia.org/wiki/2009_Turkish_Grand_Prix
2009,8,silverstone,UK,http://en.wikipedia.org/wiki/2009_British_Grand_Prix
2009,9,nurburgring,Germany,http://en.wikipedia.org/wiki/2009_German_Grand_Prix
2009,10,hungaroring,Hungary,http://en.wikipedia.org/wiki/2009_Hungarian_Grand_Prix
2009,11,valencia,Spain,http://en.wikipedia.org/wiki/2009_European_Grand_Prix
2009,12,spa,Belgium,http://en.wikipedia.org/wiki/2009_Belgian_Grand_Prix
2009,13,monza,Italy,http://en.wikipedia.org/wiki/2009_Italian_Grand_Prix
2009,14,marina_bay,Singapore,http://en.wikipedia.org/wiki/2009_Singapore_Grand_Prix
2009,15,suzuka,Japan,http://en.wikipedia.org/wiki/2009_Japanese_Grand_Prix
2009,16,interlagos,Brazil,http://en.wikipedia.org/wiki/2009_Brazilian_Grand_Prix
2009,17,yas_marina,UAE,http://en.wikipedia.org/wiki/2009_Abu_Dhabi_Grand_Prix
2010,1,bahrain,Bahrain,http://en.wikipedia.org/wiki/2010_Bahrain_Grand_Prix
2010,2,albert_park,Australia,http://en.wikipedia.org/wiki/2010_Australian_Grand_Prix
2010,3,sepang,Malaysia,http://en.wikipedia.org/wiki/2010_Malaysian_Grand_Prix
2010,4,shanghai,China,http://en.wikipedia.org/wiki/2010_Chinese_Grand_Prix
2010,5,catalunya,Spain,http://en.wikipedia.org/wiki/2010_Spanish_Grand_Prix
2010,6,monaco,Monaco,http://en.wikipedia.org/wiki/2010_Monaco_Grand_Prix
2010,7,istanbul,Turkey,http://en.wikipedia.org/wiki/2010_Turkish_Grand_Prix
2010,8,villeneuve,Canada,http://en.wikipedia.org/wiki/2010_Canadian_Grand_Prix
2010,9,valencia,Spain,http://en.wikipedia.org/wiki/2010_European_Grand_Prix
2010,10,silverstone,UK,http://en.wikipedia.org/wiki/2010_British_Grand_Prix
2010,11,hockenheimring,Germany,http://en.wikipedia.org/wiki/2010_German_Grand_Prix
2010,12,hungaroring,Hungary,http://en.wikipedia.org/wiki/2010_Hungarian_Grand_Prix
2010,13,spa,Belgium,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix
2010,14,monza,Italy,http://en.wikipedia.org/wiki/2010_Italian_Grand_Prix
2010,15,marina_bay,Singapore,http://en.wikipedia.org/wiki/2010_Singapore_Grand_Prix
2010,16,suzuka,Japan,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix
2010,17,yeongam,Korea,http://en.wikipedia.org/wiki/2010_Korean_Grand_Prix
2010,18,interlagos,Brazil,http://en.wikipedia.org/wiki/2010_Brazilian_Grand_Prix
2010,19,yas_marina,UAE,http://en.wikipedia.org/wiki/2010_Abu_Dhabi_Grand_Prix
2011,1,albert_park,Australia,http://en.wikipedia.org/wiki/2011_Australian_Grand_Prix
2011,2,sepang,Malaysia,http://en.wikipedia.org/wiki/2011_Malaysian_Grand_Prix
2011,3,shanghai,China,http://en.wikipedia.org/wiki/2011_Chinese_Grand_Prix
2011,4,istanbul,Turkey,http://en.wikipedia.org/wiki/2011_Turkish_Grand_Prix
2011,5,catalunya,Spain,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix
2011,6,monaco,Monaco,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix
2011,7,villeneuve,Canada,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix
2011,8,valencia,Spain,http://en.wikipedia.org/wiki/2011_European_Grand_Prix
2011,9,silverstone,UK,http://en.wikipedia.org/wiki/2011_British_Grand_Prix
2011,10,nurburgring,Germany,http://en.wikipedia.org/wiki/2011_German_Grand_Prix
2011,11,hungaroring,Hungary,http://en.wikipedia.org/wiki/2011_Hungarian_Grand_Prix
2011,12,spa,Belgium,http://en.wikipedia.org/wiki/2011_Belgian_Grand_Prix
2011,13,monza,Italy,http://en.wikipedia.org/wiki/2011_Italian_Grand_Prix
2011,14,marina_bay,Singapore,http://en.wikipedia.org/wiki/2011_Singapore_Grand_Prix
2011,15,suzuka,Japan,http://en.wikipedia.org/wiki/2011_Japanese_Grand_Prix
2011,16,yeongam,Korea,http://en.wikipedia.org/wiki/2011_Korean_Grand_Prix
2011,17,buddh,India,http://en.wikipedia.org/wiki/2011_Indian_Grand_Prix
2011,18,yas_marina,UAE,http://en.wikipedia.org/wiki/2011_Abu_Dhabi_Grand_Prix
2011,19,interlagos,Brazil,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix
2012,1,albert_park,Australia,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix
2012,2,sepang,Malaysia,http://en.wikipedia.org/wiki/2012_Malaysian_Grand_Prix
2012,3,shanghai,China,http://en.wikipedia.org/wiki/2012_Chinese_Grand_Prix
2012,4,bahrain,Bahrain,http://en.wikipedia.org/wiki/2012_Bahrain_Grand_Prix
2012,5,catalunya,Spain,http://en.wikipedia.org/wiki/2012_Spanish_Grand_Prix
2012,6,monaco,Monaco,http://en.wikipedia.org/wiki/2012_Monaco_Grand_Prix
2012,7,villeneuve,Canada,http://en.wikipedia.org/wiki/2012_Canadian_Grand_Prix
2012,8,valencia,Spain,http://en.wikipedia.org/wiki/2012_European_Grand_Prix
2012,9,silverstone,UK,http://en.wikipedia.org/wiki/2012_British_Grand_Prix
2012,10,hockenheimring,Germany,http://en.wikipedia.org/wiki/2012_German_Grand_Prix
2012,11,hungaroring,Hungary,http://en.wikipedia.org/wiki/2012_Hungarian_Grand_Prix
2012,12,spa,Belgium,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix
2012,13,monza,Italy,http://en.wikipedia.org/wiki/2012_Italian_Grand_Prix
2012,14,marina_bay,Singapore,http://en.wikipedia.org/wiki/2012_Singapore_Grand_Prix
2012,15,suzuka,Japan,http://en.wikipedia.org/wiki/2012_Japanese_Grand_Prix
2012,16,yeongam,Korea,http://en.wikipedia.org/wiki/2012_Korean_Grand_Prix
2012,17,buddh,India,http://en.wikipedia.org/wiki/2012_Indian_Grand_Prix
2012,18,yas_marina,UAE,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix
2012,19,americas,USA,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix
2012,20,interlagos,Brazil,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix
2013,1,albert_park,Australia,http://en.wikipedia.org/wiki/2013_Australian_Grand_Prix
2013,2,sepang,Malaysia,http://en.wikipedia.org/wiki/2013_Malaysian_Grand_Prix
2013,3,shanghai,China,http://en.wikipedia.org/wiki/2013_Chinese_Grand_Prix
2013,4,bahrain,Bahrain,http://en.wikipedia.org/wiki/2013_Bahrain_Grand_Prix
2013,5,catalunya,Spain,http://en.wikipedia.org/wiki/2013_Spanish_Grand_Prix
2013,6,monaco,Monaco,http://en.wikipedia.org/wiki/2013_Monaco_Grand_Prix
2013,7,villeneuve,Canada,http://en.wikipedia.org/wiki/2013_Canadian_Grand_Prix
2013,8,silverstone,UK,http://en.wikipedia.org/wiki/2013_British_Grand_Prix
2013,9,nurburgring,Germany,http://en.wikipedia.org/wiki/2013_German_Grand_Prix
2013,10,hungaroring,Hungary,http://en.wikipedia.org/wiki/2013_Hungarian_Grand_Prix
2013,11,spa,Belgium,http://en.wikipedia.org/wiki/2013_Belgian_Grand_Prix
2013,12,monza,Italy,http://en.wikipedia.org/wiki/2013_Italian_Grand_Prix
2013,13,marina_bay,Singapore,http://en.wikipedia.org/wiki/2013_Singapore_Grand_Prix
2013,14,yeongam,Korea,http://en.wikipedia.org/wiki/2013_Korean_Grand_Prix
2013,15,suzuka,Japan,http://en.wikipedia.org/wiki/2013_Japanese_Grand_Prix
2013,16,buddh,India,http://en.wikipedia.org/wiki/2013_Indian_Grand_Prix
2013,17,yas_marina,UAE,http://en.wikipedia.org/wiki/2013_Abu_Dhabi_Grand_Prix
2013,18,americas,USA,http://en.wikipedia.org/wiki/2013_United_States_Grand_Prix
2013,19,interlagos,Brazil,http://en.wikipedia.org/wiki/2013_Brazilian_Grand_Prix
2014,1,albert_park,Australia,http://en.wikipedia.org/wiki/2014_Australian_Grand_Prix
2014,2,sepang,Malaysia,http://en.wikipedia.org/wiki/2014_Malaysian_Grand_Prix
2014,3,bahrain,Bahrain,http://en.wikipedia.org/wiki/2014_Bahrain_Grand_Prix
2014,4,shanghai,China,http://en.wikipedia.org/wiki/2014_Chinese_Grand_Prix
2014,5,catalunya,Spain,http://en.wikipedia.org/wiki/2014_Spanish_Grand_Prix
2014,6,monaco,Monaco,http://en.wikipedia.org/wiki/2014_Monaco_Grand_Prix
2014,7,villeneuve,Canada,http://en.wikipedia.org/wiki/2014_Canadian_Grand_Prix
2014,8,red_bull_ring,Austria,http://en.wikipedia.org/wiki/2014_Austrian_Grand_Prix
2014,9,silverstone,UK,http://en.wikipedia.org/wiki/2014_British_Grand_Prix
2014,10,hockenheimring,Germany,http://en.wikipedia.org/wiki/2014_German_Grand_Prix
2014,11,hungaroring,Hungary,http://en.wikipedia.org/wiki/2014_Hungarian_Grand_Prix
2014,12,spa,Belgium,http://en.wikipedia.org/wiki/2014_Belgian_Grand_Prix
2014,13,monza,Italy,http://en.wikipedia.org/wiki/2014_Italian_Grand_Prix
2014,14,marina_bay,Singapore,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix
2014,15,suzuka,Japan,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix
2014,16,sochi,Russia,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix
2014,17,americas,USA,http://en.wikipedia.org/wiki/2014_United_States_Grand_Prix
2014,18,interlagos,Brazil,http://en.wikipedia.org/wiki/2014_Brazilian_Grand_Prix
2014,19,yas_marina,UAE,http://en.wikipedia.org/wiki/2014_Abu_Dhabi_Grand_Prix
2015,1,albert_park,Australia,http://en.wikipedia.org/wiki/2015_Australian_Grand_Prix
2015,2,sepang,Malaysia,http://en.wikipedia.org/wiki/2015_Malaysian_Grand_Prix
2015,3,shanghai,China,http://en.wikipedia.org/wiki/2015_Chinese_Grand_Prix
2015,4,bahrain,Bahrain,http://en.wikipedia.org/wiki/2015_Bahrain_Grand_Prix
2015,5,catalunya,Spain,http://en.wikipedia.org/wiki/2015_Spanish_Grand_Prix
2015,6,monaco,Monaco,http://en.wikipedia.org/wiki/2015_Monaco_Grand_Prix
2015,7,villeneuve,Canada,http://en.wikipedia.org/wiki/2015_Canadian_Grand_Prix
2015,8,red_bull_ring,Austria,http://en.wikipedia.org/wiki/2015_Austrian_Grand_Prix
2015,9,silverstone,UK,http://en.wikipedia.org/wiki/2015_British_Grand_Prix
2015,10,hungaroring,Hungary,http://en.wikipedia.org/wiki/2015_Hungarian_Grand_Prix
2015,11,spa,Belgium,http://en.wikipedia.org/wiki/2015_Belgian_Grand_Prix
2015,12,monza,Italy,http://en.wikipedia.org/wiki/2015_Italian_Grand_Prix
2015,13,marina_bay,Singapore,http://en.wikipedia.org/wiki/2015_Singapore_Grand_Prix
2015,14,suzuka,Japan,http://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix
2015,15,sochi,Russia,http://en.wikipedia.org/wiki/2015_Russian_Grand_Prix
2015,16,americas,USA,http://en.wikipedia.org/wiki/2015_United_States_Grand_Prix
2015,17,rodriguez,Mexico,http://en.wikipedia.org/wiki/2015_Mexican_Grand_Prix
2015,18,interlagos,Brazil,http://en.wikipedia.org/wiki/2015_Brazilian_Grand_Prix
2015,19,yas_marina,UAE,http://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix
2016,1,albert_park,Australia,http://en.wikipedia.org/wiki/2016_Australian_Grand_Prix
2016,2,bahrain,Bahrain,http://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix
2016,3,shanghai,China,http://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix
2016,4,sochi,Russia,http://en.wikipedia.org/wiki/2016_Russian_Grand_Prix
2016,5,catalunya,Spain,http://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix
2016,6,monaco,Monaco,http://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix
2016,7,villeneuve,Canada,http://en.wikipedia.org/wiki/2016_Canadian_Grand_Prix
2016,8,baku,Azerbaijan,http://en.wikipedia.org/wiki/2016_European_Grand_Prix
2016,9,red_bull_ring,Austria,http://en.wikipedia.org/wiki/2016_Austrian_Grand_Prix
2016,10,silverstone,UK,http://en.wikipedia.org/wiki/2016_British_Grand_Prix
2016,11,hungaroring,Hungary,http://en.wikipedia.org/wiki/2016_Hungarian_Grand_Prix
2016,12,hockenheimring,Germany,http://en.wikipedia.org/wiki/2016_German_Grand_Prix
2016,13,spa,Belgium,http://en.wikipedia.org/wiki/2016_Belgian_Grand_Prix
2016,14,monza,Italy,http://en.wikipedia.org/wiki/2016_Italian_Grand_Prix
2016,15,marina_bay,Singapore,http://en.wikipedia.org/wiki/2016_Singapore_Grand_Prix
2016,16,sepang,Malaysia,http://en.wikipedia.org/wiki/2016_Malaysian_Grand_Prix
2016,17,suzuka,Japan,http://en.wikipedia.org/wiki/2016_Japanese_Grand_Prix
2016,18,americas,USA,http://en.wikipedia.org/wiki/2016_United_States_Grand_Prix
2016,19,rodriguez,Mexico,http://en.wikipedia.org/wiki/2016_Mexican_Grand_Prix
2016,20,interlagos,Brazil,http://en.wikipedia.org/wiki/2016_Brazilian_Grand_Prix
2016,21,yas_marina,UAE,http://en.wikipedia.org/wiki/2016_Abu_Dhabi_Grand_Prix
2017,1,albert_park,Australia,http://en.wikipedia.org/wiki/2017_Australian_Grand_Prix
2017,2,shanghai,China,http://en.wikipedia.org/wiki/2017_Chinese_Grand_Prix
2017,3,bahrain,Bahrain,http://en.wikipedia.org/wiki/2017_Bahrain_Grand_Prix
2017,4,sochi,Russia,http://en.wikipedia.org/wiki/2017_Russian_Grand_Prix
2017,5,catalunya,Spain,http://en.wikipedia.org/wiki/2017_Spanish_Grand_Prix
2017,6,monaco,Monaco,http://en.wikipedia.org/wiki/2017_Monaco_Grand_Prix
2017,7,villeneuve,Canada,http://en.wikipedia.org/wiki/2017_Canadian_Grand_Prix
2017,8,baku,Azerbaijan,http://en.wikipedia.org/wiki/2017_Azerbaijan_Grand_Prix
2017,9,red_bull_ring,Austria,http://en.wikipedia.org/wiki/2017_Austrian_Grand_Prix
2017,10,silverstone,UK,http://en.wikipedia.org/wiki/2017_British_Grand_Prix
2017,11,hungaroring,Hungary,http://en.wikipedia.org/wiki/2017_Hungarian_Grand_Prix
2017,12,spa,Belgium,http://en.wikipedia.org/wiki/2017_Belgian_Grand_Prix
2017,13,monza,Italy,http://en.wikipedia.org/wiki/2017_Italian_Grand_Prix
2017,14,marina_bay,Singapore,http://en.wikipedia.org/wiki/2017_Singapore_Grand_Prix
2017,15,sepang,Malaysia,http://en.wikipedia.org/wiki/2017_Malaysian_Grand_Prix
2017,16,suzuka,Japan,http://en.wikipedia.org/wiki/2017_Japanese_Grand_Prix
2017,17,americas,USA,http://en.wikipedia.org/wiki/2017_United_States_Grand_Prix
2017,18,rodriguez,Mexico,http://en.wikipedia.org/wiki/2017_Mexican_Grand_Prix
2017,19,interlagos,Brazil,http://en.wikipedia.org/wiki/2017_Brazilian_Grand_Prix
2017,20,yas_marina,UAE,http://en.wikipedia.org/wiki/2017_Abu_Dhabi_Grand_Prix
2018,1,albert_park,Australia,http://en.wikipedia.org/wiki/2018_Australian_Grand_Prix
2018,2,bahrain,Bahrain,http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix
2018,3,shanghai,China,http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix
2018,4,baku,Azerbaijan,http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix
2018,5,catalunya,Spain,http://en.wikipedia.org/wiki/2018_Spanish_Grand_Prix
2018,6,monaco,Monaco,http://en.wikipedia.org/wiki/2018_Monaco_Grand_Prix
2018,7,villeneuve,Canada,http://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix
2018,8,ricard,France,http://en.wikipedia.org/wiki/2018_French_Grand_Prix
2018,9,red_bull_ring,Austria,http://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix
2018,10,silverstone,UK,http://en.wikipedia.org/wiki/2018_British_Grand_Prix
2018,11,hockenheimring,Germany,http://en.wikipedia.org/wiki/2018_German_Grand_Prix
2018,12,hungaroring,Hungary,http://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix
2018,13,spa,Belgium,http://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix
2018,14,monza,Italy,http://en.wikipedia.org/wiki/2018_Italian_Grand_Prix
2018,15,marina_bay,Singapore,http://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix
2018,16,sochi,Russia,http://en.wikipedia.org/wiki/2018_Russian_Grand_Prix
2018,17,suzuka,Japan,http://en.wikipedia.org/wiki/2018_Japanese_Grand_Prix
2018,18,americas,USA,http://en.wikipedia.org/wiki/2018_United_States_Grand_Prix
2018,19,rodriguez,Mexico,http://en.wikipedia.org/wiki/2018_Mexican_Grand_Prix
2018,20,interlagos,Brazil,http://en.wikipedia.org/wiki/2018_Brazilian_Grand_Prix
2018,21,yas_marina,UAE,http://en.wikipedia.org/wiki/2018_Abu_Dhabi_Grand_Prix
2019,1,albert_park,Australia,http://en.wikipedia.org/wiki/2019_Australian_Grand_Prix
2019,2,bahrain,Bahrain,http://en.wikipedia.org/wiki/2019_Bahrain_Grand_Prix
2019,3,shanghai,China,http://en.wikipedia.org/wiki/2019_Chinese_Grand_Prix
2019,4,baku,Azerbaijan,http://en.wikipedia.org/wiki/2019_Azerbaijan_Grand_Prix
