season,round,driver,driver_points,driver_wins,driver_standings_pos
2008,12,sato,0,0,20
2008,12,sutil,0,0,21
2008,12,davidson,0,0,22
2008,13,hamilton,76,4,1
2008,13,massa,74,5,2
2008,13,kubica,58,1,3
2008,13,raikkonen,57,2,4
2008,13,heidfeld,49,0,5
2008,13,kovalainen,43,1,6
2008,13,trulli,26,0,7
2008,13,alonso,23,0,8
2008,13,webber,19,0,9
2008,13,glock,15,0,10
2008,13,piquet_jr,13,0,11
2008,13,vettel,13,0,12
2008,13,barrichello,11,0,13
2008,13,rosberg,9,0,14
2008,13,nakajima,8,0,15
2008,13,coulthard,6,0,16
2008,13,bourdais,4,0,17
2008,13,button,3,0,18
2008,13,fisichella,0,0,19
2008,13,sutil,0,0,20
2008,13,sato,0,0,21
2008,13,davidson,0,0,22
2008,14,hamilton,78,4,1
2008,14,massa,77,5,2
2008,14,kubica,64,1,3
2008,14,raikkonen,57,2,4
2008,14,heidfeld,53,0,5
2008,14,kovalainen,51,1,6
2008,14,alonso,28,0,7
2008,14,trulli,26,0,8
2008,14,vettel,23,1,9
2008,14,webber,20,0,10
2008,14,glock,15,0,11
2008,14,piquet_jr,13,0,12
2008,14,barrichello,11,0,13
2008,14,rosberg,9,0,14
2008,14,nakajima,8,0,15
2008,14,coulthard,6,0,16
2008,14,bourdais,4,0,17
2008,14,button,3,0,18
2008,14,fisichella,0,0,19
2008,14,sutil,0,0,20
2008,14,sato,0,0,21
2008,14,davidson,0,0,22
2008,15,hamilton,84,4,1
2008,15,massa,77,5,2
2008,15,kubica,64,1,3
2008,15,raikkonen,57,2,4
2008,15,heidfeld,56,0,5
2008,15,kovalainen,51,1,6
2008,15,alonso,38,1,7
2008,15,vettel,27,1,8
2008,15,trulli,26,0,9
2008,15,glock,20,0,10
2008,15,webber,20,0,11
2008,15,rosberg,17,0,12
2008,15,piquet_jr,13,0,13
2008,15,barrichello,11,0,14
2008,15,nakajima,9,0,15
2008,15,coulthard,8,0,16
2008,15,bourdais,4,0,17
2008,15,button,3,0,18
2008,15,fisichella,0,0,19
2008,15,sutil,0,0,20
2008,15,sato,0,0,21
2008,15,davidson,0,0,22
2008,16,hamilton,84,4,1
2008,16,massa,79,5,2
2008,16,kubica,72,1,3
2008,16,raikkonen,63,2,4
2008,16,heidfeld,56,0,5
2008,16,kovalainen,51,1,6
2008,16,alonso,48,2,7
2008,16,vettel,30,1,8
2008,16,trulli,30,0,9
2008,16,webber,21,0,10
2008,16,glock,20,0,11
2008,16,piquet_jr,18,0,12
2008,16,rosberg,17,0,13
2008,16,barrichello,11,0,14
2008,16,nakajima,9,0,15
2008,16,coulthard,8,0,16
2008,16,bourdais,4,0,17
2008,16,button,3,0,18
2008,16,fisichella,0,0,19
2008,16,sutil,0,0,20
2008,16,sato,0,0,21
2008,16,davidson,0,0,22
2008,17,hamilton,94,5,1
2008,17,massa,87,5,2
2008,17,kubica,75,1,3
2008,17,raikkonen,69,2,4
2008,17,heidfeld,60,0,5
2008,17,alonso,53,2,6
2008,17,kovalainen,51,1,7
2008,17,vettel,30,1,8
2008,17,trulli,30,0,9
2008,17,glock,22,0,10
2008,17,webber,21,0,11
2008,17,piquet_jr,19,0,12
2008,17,rosberg,17,0,13
2008,17,barrichello,11,0,14
2008,17,nakajima,9,0,15
2008,17,coulthard,8,0,16
2008,17,bourdais,4,0,17
2008,17,button,3,0,18
2008,17,fisichella,0,0,19
2008,17,sutil,0,0,20
2008,17,sato,0,0,21
2008,17,davidson,0,0,22
2008,18,hamilton,98,5,1
2008,18,massa,97,6,2
2008,18,raikkonen,75,2,3
2008,18,kubica,75,1,4
2008,18,alonso,61,2,5
2008,18,heidfeld,60,0,6
2008,18,kovalainen,53,1,7
2008,18,vettel,35,1,8
2008,18,trulli,31,0,9
2008,18,glock,25,0,10
2008,18,webber,21,0,11
2008,18,piquet_jr,19,0,12
2008,18,rosberg,17,0,13
2008,18,barrichello,11,0,14
2008,18,nakajima,9,0,15
2008,18,coulthard,8,0,16
2008,18,bourdais,4,0,17
2008,18,button,3,0,18
2008,18,fisichella,0,0,19
2008,18,sutil,0,0,20
2008,18,sato,0,0,21
2008,18,davidson,0,0,22
2009,1,button,10,1,1
2009,1,barrichello,8,0,2
2009,1,trulli,6,0,3
2009,1,glock,5,0,4
2009,1,alonso,4,0,5
2009,1,rosberg,3,0,6
2009,1,buemi,2,0,7
2009,1,bourdais,1,0,8
2009,1,sutil,0,0,9
2009,1,heidfeld,0,0,10
2009,1,fisichella,0,0,11
2009,1,webber,0,0,12
2009,1,vettel,0,0,13
2009,1,kubica,0,0,14
2009,1,raikkonen,0,0,15
2009,2,button,15,2,1
2009,2,barrichello,10,0,2
2009,2,trulli,0,0,3
2009,2,glock,8,0,4
2009,2,heidfeld,4,0,5
2009,2,alonso,4,0,6
2009,2,rosberg,0,0,7
2009,2,buemi,2,0,8
2009,2,webber,0,0,9
2009,2,hamilton,1,0,10
2009,2,bourdais,1,0,11
2009,2,sutil,0,0,12
2009,2,massa,0,0,13
2009,2,fisichella,0,0,14
2009,2,nakajima,0,0,15
2009,2,vettel,0,0,16
2009,2,piquet_jr,0,0,17
2009,2,raikkonen,0,0,18
2009,2,kubica,0,0,19
2009,2,kovalainen,0,0,20
2009,3,button,21,2,1
2009,3,barrichello,15,0,2
2009,3,vettel,10,1,3
2009,3,glock,10,0,4
2009,3,webber,0,0,5
2009,3,trulli,0,0,6
2009,3,heidfeld,4,0,7
2009,3,alonso,4,0,8
2009,3,kovalainen,4,0,9
2009,3,hamilton,4,0,10
2009,3,rosberg,0,0,11
2009,3,buemi,3,0,12
2009,3,bourdais,1,0,13
2009,3,sutil,0,0,14
2009,3,massa,0,0,15
2009,3,raikkonen,0,0,16
2009,3,fisichella,0,0,17
2009,3,nakajima,0,0,18
2009,3,kubica,0,0,19
2009,3,piquet_jr,0,0,20
2009,4,button,31,3,1
2009,4,barrichello,19,0,2
2009,4,vettel,18,1,3
2009,4,trulli,0,0,4
2009,4,glock,12,0,5
2009,4,webber,0,0,6
2009,4,hamilton,9,0,7
2009,4,alonso,5,0,8
2009,4,heidfeld,4,0,9
2009,4,kovalainen,4,0,10
2009,4,rosberg,0,0,11
2009,4,raikkonen,3,0,12
2009,4,buemi,3,0,13
2009,4,bourdais,1,0,14
2009,4,massa,0,0,15
2009,4,sutil,0,0,16
2009,4,piquet_jr,0,0,17
2009,4,fisichella,0,0,18
2009,4,nakajima,0,0,19
2009,4,kubica,0,0,20
2009,5,button,41,4,1
2009,5,barrichello,27,0,2
2009,5,vettel,23,1,3
2009,5,webber,0,0,4
2009,5,trulli,0,0,5
2009,5,glock,12,0,6
2009,5,hamilton,9,0,7
2009,5,alonso,9,0,8
2009,5,heidfeld,6,0,9
2009,5,rosberg,0,0,10
2009,5,kovalainen,4,0,11
2009,5,massa,3,0,12
2009,5,raikkonen,3,0,13
2009,5,buemi,3,0,14
2009,5,bourdais,1,0,15
2009,5,sutil,0,0,16
2009,5,piquet_jr,0,0,17
2009,5,kubica,0,0,18
2009,5,fisichella,0,0,19
2009,5,nakajima,0,0,20
2009,6,button,51,5,1
2009,6,barrichello,35,0,2
2009,6,vettel,23,1,3
2009,6,webber,0,0,4
2009,6,trulli,0,0,5
2009,6,glock,12,0,6
2009,6,alonso,11,0,7
2009,6,raikkonen,9,0,8
2009,6,hamilton,9,0,9
2009,6,massa,8,0,10
2009,6,rosberg,0,0,11
2009,6,heidfeld,6,0,12
2009,6,kovalainen,4,0,13
2009,6,buemi,3,0,14
2009,6,bourdais,2,0,15
2009,6,fisichella,0,0,16
2009,6,sutil,0,0,17
2009,6,piquet_jr,0,0,18
2009,6,kubica,0,0,19
2009,6,nakajima,0,0,20
2009,7,button,61,6,1
2009,7,barrichello,35,0,2
2009,7,vettel,29,1,3
2009,7,webber,0,0,4
2009,7,trulli,0,0,5
2009,7,glock,13,0,6
2009,7,rosberg,0,0,7
2009,7,massa,11,0,8
2009,7,alonso,11,0,9
2009,7,raikkonen,9,0,10
2009,7,hamilton,9,0,11
2009,7,heidfeld,6,0,12
2009,7,kovalainen,4,0,13
2009,7,buemi,3,0,14
2009,7,kubica,2,0,15
2009,7,bourdais,2,0,16
2009,7,fisichella,0,0,17
2009,7,sutil,0,0,18
2009,7,piquet_jr,0,0,19
2009,7,nakajima,0,0,20
2009,8,button,64,6,1
2009,8,barrichello,41,0,2
2009,8,vettel,39,2,3
2009,8,webber,0,0,4
2009,8,trulli,0,0,5
2009,8,massa,16,0,6
2009,8,rosberg,0,0,7
2009,8,glock,13,0,8
2009,8,alonso,11,0,9
2009,8,raikkonen,10,0,10
2009,8,hamilton,9,0,11
2009,8,heidfeld,6,0,12
2009,8,kovalainen,4,0,13
2009,8,buemi,3,0,14
2009,8,kubica,2,0,15
2009,8,bourdais,2,0,16
2009,8,fisichella,0,0,17
2009,8,sutil,0,0,18
2009,8,piquet_jr,0,0,19
2009,8,nakajima,0,0,20
2009,9,button,68,6,1
2009,9,vettel,47,2,2
2009,9,webber,0,1,3
2009,9,barrichello,44,0,4
2009,9,massa,22,0,5
2009,9,trulli,0,0,6
2009,9,rosberg,0,0,7
2009,9,glock,13,0,8
2009,9,alonso,13,0,9
2009,9,raikkonen,10,0,10
2009,9,hamilton,9,0,11
2009,9,heidfeld,6,0,12
2009,9,kovalainen,5,0,13
2009,9,buemi,3,0,14
2009,9,kubica,2,0,15
2009,9,bourdais,2,0,16
2009,9,fisichella,0,0,17
2009,9,sutil,0,0,18
2009,9,piquet_jr,0,0,19
2009,9,nakajima,0,0,20
2009,10,button,70,6,1
2009,10,webber,0,1,2
2009,10,vettel,47,2,3
2009,10,barrichello,44,0,4
2009,10,rosberg,0,0,5
2009,10,trulli,0,0,6
2009,10,massa,22,0,7
2009,10,hamilton,19,1,8
2009,10,raikkonen,18,0,9
2009,10,glock,16,0,10
2009,10,alonso,13,0,11
2009,10,kovalainen,9,0,12
2009,10,heidfeld,6,0,13
2009,10,buemi,3,0,14
2009,10,kubica,2,0,15
2009,10,bourdais,2,0,16
2009,10,fisichella,0,0,17
2009,10,nakajima,0,0,18
2009,10,sutil,0,0,19
2009,10,piquet_jr,0,0,20
2009,10,alguersuari,0,0,21
2009,11,button,72,6,1
2009,11,barrichello,54,1,2
2009,11,webber,0,1,3
2009,11,vettel,47,2,4
2009,11,rosberg,0,0,5
2009,11,hamilton,27,1,6
2009,11,raikkonen,24,0,7
2009,11,trulli,0,0,8
2009,11,massa,22,0,9
2009,11,glock,16,0,10
2009,11,alonso,16,0,11
2009,11,kovalainen,14,0,12
2009,11,heidfeld,6,0,13
2009,11,kubica,3,0,14
2009,11,buemi,3,0,15
2009,11,bourdais,2,0,16
2009,11,fisichella,0,0,17
2009,11,sutil,0,0,18
2009,11,nakajima,0,0,19
2009,11,piquet_jr,0,0,20
2009,11,alguersuari,0,0,21
2009,11,grosjean,0,0,22
2009,11,badoer,0,0,23
2009,12,button,72,6,1
2009,12,barrichello,56,1,2
2009,12,vettel,53,2,3
2009,12,webber,0,1,4
2009,12,raikkonen,34,1,5
2009,12,rosberg,0,0,6
2009,12,hamilton,27,1,7
2009,12,trulli,0,0,8
2009,12,massa,22,0,9
2009,12,kovalainen,17,0,10
2009,12,glock,16,0,11
2009,12,alonso,16,0,12
2009,12,heidfeld,10,0,13
2009,12,fisichella,8,0,14
2009,12,kubica,8,0,15
2009,12,buemi,3,0,16
2009,12,bourdais,2,0,17
2009,12,sutil,0,0,18
2009,12,nakajima,0,0,19
2009,12,piquet_jr,0,0,20
2009,12,badoer,0,0,21
2009,12,alguersuari,0,0,22
2009,12,grosjean,0,0,23
2009,13,button,80,6,1
2009,13,barrichello,66,2,2
2009,13,vettel,54,2,3
2009,13,webber,0,1,4
2009,13,raikkonen,40,1,5
2009,13,rosberg,0,0,6
2009,13,hamilton,27,1,7
2009,13,trulli,0,0,8
2009,13,massa,22,0,9
2009,13,kovalainen,20,0,10
2009,13,alonso,20,0,11
2009,13,glock,16,0,12
2009,13,heidfeld,12,0,13
2009,13,fisichella,8,0,14
2009,13,kubica,8,0,15
2009,13,sutil,5,0,16
2009,13,buemi,3,0,17
2009,13,bourdais,2,0,18
2009,13,nakajima,0,0,19
2009,13,piquet_jr,0,0,20
2009,13,badoer,0,0,21
2009,13,grosjean,0,0,22
2009,13,alguersuari,0,0,23
2009,13,liuzzi,0,0,24
2009,14,button,84,6,1
2009,14,barrichello,69,2,2
2009,14,vettel,59,2,3
2009,14,webber,0,1,4
2009,14,raikkonen,40,1,5
2009,14,hamilton,37,2,6
2009,14,rosberg,0,0,7
2009,14,alonso,26,0,8
2009,14,glock,24,0,9
2009,14,trulli,0,0,10
2009,14,massa,22,0,11
2009,14,kovalainen,22,0,12
2009,14,heidfeld,12,0,13
2009,14,kubica,9,0,14
2009,14,fisichella,8,0,15
2009,14,sutil,5,0,16
2009,14,buemi,3,0,17
2009,14,bourdais,2,0,18
2009,14,nakajima,0,0,19
2009,14,piquet_jr,0,0,20
2009,14,badoer,0,0,21
2009,14,liuzzi,0,0,22
2009,14,grosjean,0,0,23
2009,14,alguersuari,0,0,24
2009,15,button,85,6,1
2009,15,barrichello,71,2,2
2009,15,vettel,69,3,3
2009,15,webber,0,1,4
2009,15,raikkonen,45,1,5
2009,15,hamilton,43,2,6
2009,15,rosberg,0,0,7
2009,15,trulli,0,0,8
2009,15,alonso,26,0,9
2009,15,glock,24,0,10
2009,15,massa,22,0,11
2009,15,kovalainen,22,0,12
2009,15,heidfeld,15,0,13
2009,15,kubica,9,0,14
2009,15,fisichella,8,0,15
2009,15,sutil,5,0,16
2009,15,buemi,3,0,17
2009,15,bourdais,2,0,18
2009,15,nakajima,0,0,19
2009,15,piquet_jr,0,0,20
2009,15,liuzzi,0,0,21
2009,15,badoer,0,0,22
2009,15,grosjean,0,0,23
2009,15,alguersuari,0,0,24
2009,16,button,89,6,1
2009,16,vettel,74,3,2
2009,16,barrichello,72,2,3
2009,16,webber,0,2,4
2009,16,hamilton,49,2,5
2009,16,raikkonen,48,1,6
2009,16,rosberg,0,0,7
2009,16,trulli,0,0,8
2009,16,alonso,26,0,9
2009,16,glock,24,0,10
2009,16,massa,22,0,11
2009,16,kovalainen,22,0,12
2009,16,kubica,17,0,13
2009,16,heidfeld,15,0,14
2009,16,fisichella,8,0,15
2009,16,sutil,5,0,16
2009,16,buemi,5,0,17
2009,16,bourdais,2,0,18
2009,16,nakajima,0,0,19
2009,16,piquet_jr,0,0,20
2009,16,kobayashi,0,0,21
2009,16,liuzzi,0,0,22
2009,16,grosjean,0,0,23
2009,16,alguersuari,0,0,24
2009,16,badoer,0,0,25
2009,17,button,95,6,1
2009,17,vettel,84,4,2
2009,17,barrichello,77,2,3
2009,17,webber,0,2,4
2009,17,hamilton,49,2,5
2009,17,raikkonen,48,1,6
2009,17,rosberg,0,0,7
2009,17,trulli,0,0,8
2009,17,alonso,26,0,9
2009,17,glock,24,0,10
2009,17,massa,22,0,11
2009,17,kovalainen,22,0,12
2009,17,heidfeld,19,0,13
2009,17,kubica,17,0,14
2009,17,fisichella,8,0,15
2009,17,buemi,6,0,16
2009,17,sutil,5,0,17
2009,17,kobayashi,3,0,18
2009,17,bourdais,2,0,19
2009,17,nakajima,0,0,20
2009,17,piquet_jr,0,0,21
2009,17,liuzzi,0,0,22
2009,17,grosjean,0,0,23
2009,17,alguersuari,0,0,24
2009,17,badoer,0,0,25
2010,1,alonso,25,1,1
2010,1,massa,18,0,2
2010,1,hamilton,15,0,3
2010,1,vettel,12,0,4
2010,1,rosberg,10,0,5
2010,1,michael_schumacher,8,0,6
2010,1,button,6,0,7
2010,1,webber,4,0,8
2010,1,liuzzi,2,0,9
2010,1,barrichello,1,0,10
2010,1,kubica,0,0,11
2010,1,sutil,0,0,12
2010,1,alguersuari,0,0,13
2010,1,hulkenberg,0,0,14
2010,1,kovalainen,0,0,15
2010,1,buemi,0,0,16
2010,1,trulli,0,0,17
2010,1,rosa,0,0,18
2010,1,bruno_senna,0,0,19
2010,1,glock,0,0,20
2010,1,petrov,0,0,21
2010,1,kobayashi,0,0,22
2010,1,grassi,0,0,23
2010,1,chandhok,0,0,24
2010,2,alonso,37,1,1
2010,2,massa,33,0,2
2010,2,button,31,1,3
2010,2,hamilton,23,0,4
2010,2,rosberg,20,0,5
2010,2,kubica,18,0,6
2010,2,vettel,12,0,7
2010,2,michael_schumacher,9,0,8
2010,2,liuzzi,8,0,9
2010,2,webber,6,0,10
2010,2,barrichello,5,0,11
2010,2,alguersuari,0,0,12
2010,2,sutil,0,0,13
2010,2,rosa,0,0,14
2010,2,kovalainen,0,0,15
2010,2,chandhok,0,0,16
2010,2,hulkenberg,0,0,17
2010,2,buemi,0,0,18
2010,2,trulli,0,0,19
2010,2,bruno_senna,0,0,20
2010,2,glock,0,0,21
2010,2,petrov,0,0,22
2010,2,kobayashi,0,0,23
2010,2,grassi,0,0,24
2010,3,massa,39,0,1
2010,3,alonso,37,1,2
2010,3,vettel,37,1,3
2010,3,button,35,1,4
2010,3,rosberg,35,0,5
2010,3,hamilton,31,0,6
2010,3,kubica,30,0,7
2010,3,webber,24,0,8
2010,3,sutil,10,0,9
2010,3,michael_schumacher,9,0,10
2010,3,liuzzi,8,0,11
2010,3,barrichello,5,0,12
2010,3,alguersuari,2,0,13
2010,3,hulkenberg,1,0,14
2010,3,buemi,0,0,15
2010,3,rosa,0,0,16
2010,3,kovalainen,0,0,17
2010,3,chandhok,0,0,18
2010,3,grassi,0,0,19
2010,3,bruno_senna,0,0,20
2010,3,trulli,0,0,21
2010,3,glock,0,0,22
2010,3,petrov,0,0,23
2010,3,kobayashi,0,0,24
2010,4,button,60,2,1
2010,4,rosberg,50,0,2
2010,4,alonso,49,1,3
2010,4,hamilton,49,0,4
2010,4,vettel,45,1,5
2010,4,massa,41,0,6
2010,4,kubica,40,0,7
2010,4,webber,28,0,8
2010,4,sutil,10,0,9
2010,4,michael_schumacher,10,0,10
2010,4,liuzzi,8,0,11
2010,4,petrov,6,0,12
2010,4,barrichello,5,0,13
2010,4,alguersuari,2,0,14
2010,4,hulkenberg,1,0,15
2010,4,buemi,0,0,16
2010,4,rosa,0,0,17
2010,4,kovalainen,0,0,18
2010,4,chandhok,0,0,19
2010,4,grassi,0,0,20
2010,4,bruno_senna,0,0,21
2010,4,trulli,0,0,22
2010,4,glock,0,0,23
2010,4,kobayashi,0,0,24
2010,5,button,70,2,1
2010,5,alonso,67,1,2
2010,5,vettel,60,1,3
2010,5,webber,53,1,4
2010,5,rosberg,50,0,5
2010,5,hamilton,49,0,6
2010,5,massa,49,0,7
2010,5,kubica,44,0,8
2010,5,michael_schumacher,22,0,9
2010,5,sutil,16,0,10
2010,5,liuzzi,8,0,11
2010,5,barrichello,7,0,12
2010,5,petrov,6,0,13
2010,5,alguersuari,3,0,14
2010,5,hulkenberg,1,0,15
2010,5,buemi,0,0,16
2010,5,rosa,0,0,17
2010,5,kobayashi,0,0,18
2010,5,kovalainen,0,0,19
2010,5,chandhok,0,0,20
2010,5,grassi,0,0,21
2010,5,bruno_senna,0,0,22
2010,5,trulli,0,0,23
2010,5,glock,0,0,24
2010,6,webber,78,2,1
2010,6,vettel,78,1,2
2010,6,alonso,75,1,3
2010,6,button,70,2,4
2010,6,massa,61,0,5
2010,6,kubica,59,0,6
2010,6,hamilton,59,0,7
2010,6,rosberg,56,0,8
2010,6,michael_schumacher,22,0,9
2010,6,sutil,20,0,10
2010,6,liuzzi,10,0,11
2010,6,barrichello,7,0,12
2010,6,petrov,6,0,13
2010,6,alguersuari,3,0,14
2010,6,buemi,1,0,15
2010,6,hulkenberg,1,0,16
2010,6,rosa,0,0,17
2010,6,kobayashi,0,0,18
2010,6,kovalainen,0,0,19
2010,6,chandhok,0,0,20
2010,6,grassi,0,0,21
2010,6,trulli,0,0,22
2010,6,bruno_senna,0,0,23
2010,6,glock,0,0,24
2010,7,webber,93,2,1
2010,7,button,88,2,2
2010,7,hamilton,84,1,3
2010,7,alonso,79,1,4
2010,7,vettel,78,1,5
2010,7,kubica,67,0,6
2010,7,massa,67,0,7
2010,7,rosberg,66,0,8
2010,7,michael_schumacher,34,0,9
2010,7,sutil,22,0,10
2010,7,liuzzi,10,0,11
2010,7,barrichello,7,0,12
2010,7,petrov,6,0,13
2010,7,alguersuari,3,0,14
2010,7,buemi,1,0,15
2010,7,kobayashi,1,0,16
2010,7,hulkenberg,1,0,17
2010,7,rosa,0,0,18
2010,7,kovalainen,0,0,19
2010,7,chandhok,0,0,20
2010,7,grassi,0,0,21
2010,7,trulli,0,0,22
2010,7,bruno_senna,0,0,23
2010,7,glock,0,0,24
2010,8,hamilton,109,2,1
2010,8,button,106,2,2
2010,8,webber,103,2,3
2010,8,alonso,94,1,4
2010,8,vettel,90,1,5
2010,8,rosberg,74,0,6
2010,8,kubica,73,0,7
2010,8,massa,67,0,8
2010,8,michael_schumacher,34,0,9
2010,8,sutil,23,0,10
2010,8,liuzzi,12,0,11
2010,8,barrichello,7,0,12
2010,8,petrov,6,0,13
2010,8,buemi,5,0,14
2010,8,alguersuari,3,0,15
2010,8,kobayashi,1,0,16
2010,8,hulkenberg,1,0,17
2010,8,rosa,0,0,18
2010,8,kovalainen,0,0,19
2010,8,chandhok,0,0,20
2010,8,grassi,0,0,21
2010,8,trulli,0,0,22
2010,8,bruno_senna,0,0,23
2010,8,glock,0,0,24
2010,9,hamilton,127,2,1
2010,9,button,121,2,2
2010,9,vettel,115,2,3
2010,9,webber,103,2,4
2010,9,alonso,98,1,5
2010,9,kubica,83,0,6
2010,9,rosberg,75,0,7
2010,9,massa,67,0,8
2010,9,michael_schumacher,34,0,9
2010,9,sutil,31,0,10
2010,9,barrichello,19,0,11
2010,9,liuzzi,12,0,12
2010,9,kobayashi,7,0,13
2010,9,buemi,7,0,14
2010,9,petrov,6,0,15
2010,9,alguersuari,3,0,16
2010,9,hulkenberg,1,0,17
2010,9,rosa,0,0,18
2010,9,kovalainen,0,0,19
2010,9,chandhok,0,0,20
2010,9,grassi,0,0,21
2010,9,trulli,0,0,22
2010,9,bruno_senna,0,0,23
2010,9,glock,0,0,24
2010,10,hamilton,145,2,1
2010,10,button,133,2,2
2010,10,webber,128,3,3
2010,10,vettel,121,2,4
2010,10,alonso,98,1,5
2010,10,rosberg,90,0,6
2010,10,kubica,83,0,7
2010,10,massa,67,0,8
2010,10,michael_schumacher,36,0,9
2010,10,sutil,35,0,10
2010,10,barrichello,29,0,11
2010,10,kobayashi,15,0,12
2010,10,liuzzi,12,0,13
2010,10,buemi,7,0,14
2010,10,petrov,6,0,15
2010,10,alguersuari,3,0,16
2010,10,hulkenberg,2,0,17
2010,10,rosa,0,0,18
2010,10,kovalainen,0,0,19
2010,10,chandhok,0,0,20
2010,10,grassi,0,0,21
2010,10,trulli,0,0,22
2010,10,bruno_senna,0,0,23
2010,10,glock,0,0,24
2010,10,yamamoto,0,0,25
2010,11,hamilton,157,2,1
2010,11,button,143,2,2
2010,11,webber,136,3,3
2010,11,vettel,136,2,4
2010,11,alonso,123,2,5
2010,11,rosberg,94,0,6
2010,11,kubica,89,0,7
2010,11,massa,85,0,8
2010,11,michael_schumacher,38,0,9
2010,11,sutil,35,0,10
2010,11,barrichello,29,0,11
2010,11,kobayashi,15,0,12
2010,11,liuzzi,12,0,13
2010,11,petrov,7,0,14
2010,11,buemi,7,0,15
2010,11,alguersuari,3,0,16
2010,11,hulkenberg,2,0,17
2010,11,rosa,0,0,18
2010,11,kovalainen,0,0,19
2010,11,chandhok,0,0,20
2010,11,grassi,0,0,21
2010,11,trulli,0,0,22
2010,11,bruno_senna,0,0,23
2010,11,glock,0,0,24
2010,11,yamamoto,0,0,25
2010,12,webber,161,4,1
2010,12,hamilton,157,2,2
2010,12,vettel,151,2,3
2010,12,button,147,2,4
2010,12,alonso,141,2,5
2010,12,massa,97,0,6
2010,12,rosberg,94,0,7
2010,12,kubica,89,0,8
2010,12,michael_schumacher,38,0,9
2010,12,sutil,35,0,10
2010,12,barrichello,30,0,11
2010,12,petrov,17,0,12
2010,12,kobayashi,17,0,13
2010,12,liuzzi,12,0,14
2010,12,hulkenberg,10,0,15
2010,12,buemi,7,0,16
2010,12,rosa,6,0,17
2010,12,alguersuari,3,0,18
2010,12,kovalainen,0,0,19
2010,12,chandhok,0,0,20
2010,12,grassi,0,0,21
2010,12,trulli,0,0,22
2010,12,bruno_senna,0,0,23
2010,12,glock,0,0,24
2010,12,yamamoto,0,0,25
2010,13,hamilton,182,3,1
2010,13,webber,179,4,2
2010,13,vettel,151,2,3
2010,13,button,147,2,4
2010,13,alonso,141,2,5
2010,13,massa,109,0,6
2010,13,kubica,104,0,7
2010,13,rosberg,102,0,8
2010,13,sutil,45,0,9
2010,13,michael_schumacher,44,0,10
2010,13,barrichello,30,0,11
2010,13,kobayashi,21,0,12
2010,13,petrov,19,0,13
2010,13,liuzzi,13,0,14
2010,13,hulkenberg,10,0,15
2010,13,buemi,7,0,16
2010,13,rosa,6,0,17
2010,13,alguersuari,3,0,18
2010,13,kovalainen,0,0,19
2010,13,chandhok,0,0,20
2010,13,grassi,0,0,21
2010,13,trulli,0,0,22
2010,13,bruno_senna,0,0,23
2010,13,glock,0,0,24
2010,13,yamamoto,0,0,25
2010,14,webber,187,4,1
2010,14,hamilton,182,3,2
2010,14,alonso,166,3,3
2010,14,button,165,2,4
2010,14,vettel,163,2,5
2010,14,massa,124,0,6
2010,14,rosberg,112,0,7
2010,14,kubica,108,0,8
2010,14,michael_schumacher,46,0,9
2010,14,sutil,45,0,10
2010,14,barrichello,31,0,11
2010,14,kobayashi,21,0,12
2010,14,petrov,19,0,13
2010,14,hulkenberg,16,0,14
2010,14,liuzzi,13,0,15
2010,14,buemi,7,0,16
2010,14,rosa,6,0,17
2010,14,alguersuari,3,0,18
2010,14,kovalainen,0,0,19
2010,14,chandhok,0,0,20
2010,14,grassi,0,0,21
2010,14,trulli,0,0,22
2010,14,bruno_senna,0,0,23
2010,14,glock,0,0,24
2010,14,yamamoto,0,0,25
2010,15,webber,202,4,1
2010,15,alonso,191,4,2
2010,15,hamilton,182,3,3
2010,15,vettel,181,2,4
2010,15,button,177,2,5
2010,15,massa,128,0,6
2010,15,rosberg,122,0,7
2010,15,kubica,114,0,8
2010,15,sutil,47,0,9
2010,15,michael_schumacher,46,0,10
2010,15,barrichello,39,0,11
2010,15,kobayashi,21,0,12
2010,15,petrov,19,0,13
2010,15,hulkenberg,17,0,14
2010,15,liuzzi,13,0,15
2010,15,buemi,7,0,16
2010,15,rosa,6,0,17
2010,15,alguersuari,3,0,18
2010,15,kovalainen,0,0,19
2010,15,chandhok,0,0,20
2010,15,grassi,0,0,21
2010,15,trulli,0,0,22
2010,15,bruno_senna,0,0,23
2010,15,glock,0,0,24
2010,15,yamamoto,0,0,25
2010,15,heidfeld,0,0,26
2010,15,klien,0,0,27
2010,16,webber,220,4,1
2010,16,alonso,206,4,2
2010,16,vettel,206,3,3
2010,16,hamilton,192,3,4
2010,16,button,189,2,5
2010,16,massa,128,0,6
2010,16,rosberg,122,0,7
2010,16,kubica,114,0,8
2010,16,michael_schumacher,54,0,9
2010,16,sutil,47,0,10
2010,16,barrichello,41,0,11
2010,16,kobayashi,27,0,12
2010,16,petrov,19,0,13
2010,16,hulkenberg,17,0,14
2010,16,liuzzi,13,0,15
2010,16,buemi,8,0,16
2010,16,rosa,6,0,17
2010,16,heidfeld,4,0,18
2010,16,alguersuari,3,0,19
2010,16,kovalainen,0,0,20
2010,16,trulli,0,0,21
2010,16,chandhok,0,0,22
2010,16,grassi,0,0,23
2010,16,glock,0,0,24
2010,16,bruno_senna,0,0,25
2010,16,yamamoto,0,0,26
2010,16,klien,0,0,27
2010,17,alonso,231,5,1
