driver,car,qualifying_time,season,round
kubica,BMW Sauber,1:40.512,2009,11
heidfeld,BMW Sauber,1:38.826,2009,11
sutil,Force India,1:38.846,2009,11
glock,Toyota,1:38.991,2009,11
grosjean,Renault,1:39.040,2009,11
buemi,Toro Rosso,1:39.514,2009,11
fisichella,Force India,1:39.531,2009,11
nakajima,Williams,1:39.795,2009,11
trulli,Toyota,1:39.807,2009,11
alguersuari,Toro Rosso,1:39.925,2009,11
badoer,Ferrari,1:41.413,2009,11
fisichella,Force India,1:46.308,2009,12
trulli,Toyota,1:46.395,2009,12
heidfeld,BMW Sauber,1:46.500,2009,12
barrichello,Brawn,1:46.513,2009,12
kubica,BMW Sauber,1:46.586,2009,12
raikkonen,Ferrari,1:46.633,2009,12
glock,Toyota,1:46.677,2009,12
vettel,Red Bull,1:46.761,2009,12
webber,Red Bull,1:46.788,2009,12
rosberg,Williams,1:47.362,2009,12
sutil,Force India,1:45.119,2009,12
hamilton,McLaren,1:45.122,2009,12
alonso,Renault,1:45.136,2009,12
button,Brawn,1:45.251,2009,12
kovalainen,McLaren,1:45.259,2009,12
buemi,Toro Rosso,1:45.951,2009,12
alguersuari,Toro Rosso,1:46.302,2009,12
nakajima,Williams,1:46.307,2009,12
grosjean,Renault,1:46.359,2009,12
badoer,Ferrari,1:46.957,2009,12
hamilton,McLaren,1:24.066,2009,13
sutil,Force India,1:24.261,2009,13
raikkonen,Ferrari,1:24.523,2009,13
kovalainen,McLaren,1:24.845,2009,13
barrichello,Brawn,1:25.015,2009,13
button,Brawn,1:25.030,2009,13
liuzzi,Force India,1:25.043,2009,13
alonso,Renault,1:25.072,2009,13
vettel,Red Bull,1:25.180,2009,13
webber,Red Bull,1:25.314,2009,13
trulli,Toyota,1:23.611,2009,13
grosjean,Renault,1:23.728,2009,13
kubica,BMW Sauber,1:23.866,2009,13
fisichella,Ferrari,1:23.901,2009,13
heidfeld,BMW Sauber,1:24.275,2009,13
glock,Toyota,1:24.036,2009,13
nakajima,Williams,1:24.074,2009,13
rosberg,Williams,1:24.121,2009,13
buemi,Toro Rosso,1:24.220,2009,13
alguersuari,Toro Rosso,1:24.951,2009,13
hamilton,McLaren,1:47.891,2009,14
vettel,Red Bull,1:48.204,2009,14
rosberg,Williams,1:48.348,2009,14
webber,Red Bull,1:48.722,2009,14
barrichello,Brawn,1:48.828,2009,14
alonso,Renault,1:49.054,2009,14
glock,Toyota,1:49.180,2009,14
heidfeld,BMW Sauber,1:49.307,2009,14
kubica,BMW Sauber,1:49.514,2009,14
kovalainen,McLaren,1:49.778,2009,14
nakajima,Williams,1:47.013,2009,14
button,Brawn,1:47.141,2009,14
raikkonen,Ferrari,1:47.177,2009,14
buemi,Toro Rosso,1:47.369,2009,14
trulli,Toyota,1:47.413,2009,14
sutil,Force India,1:48.231,2009,14
alguersuari,Toro Rosso,1:48.340,2009,14
fisichella,Ferrari,1:48.350,2009,14
grosjean,Renault,1:48.544,2009,14
liuzzi,Force India,1:48.792,2009,14
vettel,Red Bull,1:32.160,2009,15
trulli,Toyota,1:32.220,2009,15
hamilton,McLaren,1:32.395,2009,15
sutil,Force India,1:32.466,2009,15
barrichello,Brawn,1:32.660,2009,15
heidfeld,BMW Sauber,1:32.945,2009,15
button,Brawn,1:32.962,2009,15
raikkonen,Ferrari,1:32.980,2009,15
kovalainen,McLaren,1:31.223,2009,15
buemi,Toro Rosso,1:31.103,2009,15
rosberg,Williams,1:31.482,2009,15
alonso,Renault,1:31.638,2009,15
kubica,BMW Sauber,1:32.341,2009,15
glock,Toyota,1:31.550,2009,15
alguersuari,Toro Rosso,1:31.571,2009,15
fisichella,Ferrari,1:31.704,2009,15
nakajima,Williams,1:31.718,2009,15
grosjean,Renault,1:32.073,2009,15
liuzzi,Force India,1:32.087,2009,15
webber,Red Bull,00.000,2009,15
barrichello,Brawn,1:19.576,2009,16
webber,Red Bull,1:19.668,2009,16
sutil,Force India,1:19.912,2009,16
trulli,Toyota,1:20.097,2009,16
raikkonen,Ferrari,1:20.168,2009,16
buemi,Toro Rosso,1:20.250,2009,16
rosberg,Williams,1:20.326,2009,16
kubica,BMW Sauber,1:20.631,2009,16
nakajima,Williams,1:20.674,2009,16
alonso,Renault,1:21.422,2009,16
kobayashi,Toyota,1:21.960,2009,16
alguersuari,Toro Rosso,1:22.231,2009,16
grosjean,Renault,1:22.477,2009,16
button,Brawn,1:22.504,2009,16
liuzzi,Force India,1:24.645,2009,16
vettel,Red Bull,1:25.009,2009,16
kovalainen,McLaren,1:25.052,2009,16
hamilton,McLaren,1:25.192,2009,16
heidfeld,BMW Sauber,1:25.515,2009,16
fisichella,Ferrari,1:40.703,2009,16
hamilton,McLaren,1:40.948,2009,17
vettel,Red Bull,1:41.615,2009,17
webber,Red Bull,1:41.726,2009,17
barrichello,Brawn,1:41.786,2009,17
button,Brawn,1:41.892,2009,17
trulli,Toyota,1:41.897,2009,17
kubica,BMW Sauber,1:41.992,2009,17
heidfeld,BMW Sauber,1:42.343,2009,17
rosberg,Williams,1:42.583,2009,17
buemi,Toro Rosso,1:42.713,2009,17
raikkonen,Ferrari,1:40.726,2009,17
kobayashi,Toyota,1:40.777,2009,17
kovalainen,McLaren,1:40.983,2009,17
nakajima,Williams,1:41.148,2009,17
alguersuari,Toro Rosso,1:41.689,2009,17
alonso,Renault,1:41.667,2009,17
liuzzi,Force India,1:41.701,2009,17
sutil,Force India,1:41.836,2009,17
grosjean,Renault,1:41.950,2009,17
fisichella,Ferrari,1:42.184,2009,17
vettel,Red Bull,1:54.101,2010,1
massa,Ferrari,1:54.242,2010,1
alonso,Ferrari,1:54.608,2010,1
hamilton,McLaren,1:55.217,2010,1
rosberg,Mercedes,1:55.241,2010,1
webber,Red Bull,1:55.284,2010,1
michael_schumacher,Mercedes,1:55.524,2010,1
button,McLaren,1:55.672,2010,1
kubica,Renault,1:55.885,2010,1
sutil,Force India,1:56.309,2010,1
barrichello,Williams,1:55.330,2010,1
liuzzi,Force India,1:55.623,2010,1
hulkenberg,Williams,1:55.857,2010,1
rosa,Sauber,1:56.237,2010,1
buemi,Toro Rosso,1:56.265,2010,1
kobayashi,Sauber,1:56.270,2010,1
petrov,Renault,1:56.619,2010,1
alguersuari,Toro Rosso,1:57.071,2010,1
glock,Virgin,1:59.728,2010,1
trulli,Lotus,1:59.852,2010,1
kovalainen,Lotus,2:00.313,2010,1
grassi,Virgin,2:00.587,2010,1
bruno_senna,HRT,2:03.204,2010,1
chandhok,HRT,2:04.904,2010,1
vettel,Red Bull,1:23.919,2010,2
webber,Red Bull,1:24.035,2010,2
alonso,Ferrari,1:24.111,2010,2
button,McLaren,1:24.675,2010,2
massa,Ferrari,1:24.837,2010,2
rosberg,Mercedes,1:24.884,2010,2
michael_schumacher,Mercedes,1:24.927,2010,2
barrichello,Williams,1:25.217,2010,2
kubica,Renault,1:25.372,2010,2
sutil,Force India,1:26.036,2010,2
hamilton,McLaren,1:25.184,2010,2
buemi,Toro Rosso,1:25.638,2010,2
liuzzi,Force India,1:25.743,2010,2
rosa,Sauber,1:25.747,2010,2
hulkenberg,Williams,1:25.748,2010,2
kobayashi,Sauber,1:25.777,2010,2
alguersuari,Toro Rosso,1:26.089,2010,2
petrov,Renault,1:26.471,2010,2
kovalainen,Lotus,1:28.797,2010,2
trulli,Lotus,1:29.111,2010,2
glock,Virgin,1:29.592,2010,2
grassi,Virgin,1:30.185,2010,2
bruno_senna,HRT,1:30.526,2010,2
chandhok,HRT,1:30.613,2010,2
webber,Red Bull,1:49.327,2010,3
rosberg,Mercedes,1:50.673,2010,3
vettel,Red Bull,1:50.789,2010,3
sutil,Force India,1:50.914,2010,3
hulkenberg,Williams,1:51.001,2010,3
kubica,Renault,1:51.051,2010,3
barrichello,Williams,1:51.511,2010,3
michael_schumacher,Mercedes,1:51.717,2010,3
kobayashi,Sauber,1:51.767,2010,3
liuzzi,Force India,1:52.254,2010,3
petrov,Renault,1:48.760,2010,3
rosa,Sauber,1:48.771,2010,3
buemi,Toro Rosso,1:49.207,2010,3
alguersuari,Toro Rosso,1:49.464,2010,3
kovalainen,Lotus,1:52.270,2010,3
glock,Virgin,1:52.520,2010,3
button,McLaren,1:52.211,2010,3
trulli,Lotus,1:52.884,2010,3
alonso,Ferrari,1:53.044,2010,3
hamilton,McLaren,1:53.050,2010,3
massa,Ferrari,1:53.283,2010,3
chandhok,HRT,1:56.299,2010,3
bruno_senna,HRT,1:57.269,2010,3
grassi,Virgin,1:59.977,2010,3
vettel,Red Bull,1:34.558,2010,4
webber,Red Bull,1:34.808,2010,4
alonso,Ferrari,1:34.913,2010,4
rosberg,Mercedes,1:34.923,2010,4
button,McLaren,1:34.979,2010,4
hamilton,McLaren,1:35.034,2010,4
massa,Ferrari,1:35.180,2010,4
kubica,Renault,1:35.364,2010,4
michael_schumacher,Mercedes,1:35.646,2010,4
sutil,Force India,1:35.963,2010,4
barrichello,Williams,1:35.748,2010,4
alguersuari,Toro Rosso,1:36.047,2010,4
buemi,Toro Rosso,1:36.149,2010,4
petrov,Renault,1:36.311,2010,4
kobayashi,Sauber,1:36.422,2010,4
hulkenberg,Williams,1:36.647,2010,4
rosa,Sauber,1:37.020,2010,4
liuzzi,Force India,1:37.161,2010,4
glock,Virgin,1:39.278,2010,4
trulli,Lotus,1:39.399,2010,4
kovalainen,Lotus,1:39.520,2010,4
grassi,Virgin,1:39.783,2010,4
bruno_senna,HRT,1:40.469,2010,4
chandhok,HRT,1:40.578,2010,4
webber,Red Bull,1:19.995,2010,5
vettel,Red Bull,1:20.101,2010,5
hamilton,McLaren,1:20.829,2010,5
alonso,Ferrari,1:20.937,2010,5
button,McLaren,1:20.991,2010,5
michael_schumacher,Mercedes,1:21.294,2010,5
kubica,Renault,1:21.353,2010,5
rosberg,Mercedes,1:21.408,2010,5
massa,Ferrari,1:21.585,2010,5
kobayashi,Sauber,1:21.984,2010,5
sutil,Force India,1:21.985,2010,5
rosa,Sauber,1:22.026,2010,5
hulkenberg,Williams,1:22.131,2010,5
petrov,Renault,1:22.139,2010,5
buemi,Toro Rosso,1:22.191,2010,5
alguersuari,Toro Rosso,1:22.207,2010,5
liuzzi,Force India,1:22.854,2010,5
barrichello,Williams,1:23.125,2010,5
trulli,Lotus,1:24.674,2010,5
kovalainen,Lotus,1:24.748,2010,5
glock,Virgin,1:25.475,2010,5
grassi,Virgin,1:25.556,2010,5
chandhok,HRT,1:26.750,2010,5
bruno_senna,HRT,1:27.122,2010,5
webber,Red Bull,1:13.826,2010,6
kubica,Renault,1:14.120,2010,6
vettel,Red Bull,1:14.227,2010,6
massa,Ferrari,1:14.283,2010,6
hamilton,McLaren,1:14.432,2010,6
rosberg,Mercedes,1:14.544,2010,6
michael_schumacher,Mercedes,1:14.590,2010,6
button,McLaren,1:14.637,2010,6
barrichello,Williams,1:14.901,2010,6
liuzzi,Force India,1:15.170,2010,6
hulkenberg,Williams,1:15.317,2010,6
sutil,Force India,1:15.318,2010,6
buemi,Toro Rosso,1:15.413,2010,6
petrov,Renault,1:15.576,2010,6
rosa,Sauber,1:15.692,2010,6
kobayashi,Sauber,1:15.992,2010,6
alguersuari,Toro Rosso,1:16.176,2010,6
kovalainen,Lotus,1:17.094,2010,6
trulli,Lotus,1:17.134,2010,6
glock,Virgin,1:17.377,2010,6
grassi,Virgin,1:17.864,2010,6
bruno_senna,HRT,1:18.509,2010,6
chandhok,HRT,1:19.559,2010,6
alonso,Ferrari,00.000,2010,6
webber,Red Bull,1:26.295,2010,7
hamilton,McLaren,1:26.433,2010,7
vettel,Red Bull,1:26.760,2010,7
button,McLaren,1:26.781,2010,7
michael_schumacher,Mercedes,1:26.857,2010,7
rosberg,Mercedes,1:26.952,2010,7
kubica,Renault,1:27.039,2010,7
massa,Ferrari,1:27.082,2010,7
petrov,Renault,1:27.430,2010,7
kobayashi,Sauber,1:28.122,2010,7
sutil,Force India,1:27.525,2010,7
alonso,Ferrari,1:27.612,2010,7
rosa,Sauber,1:27.879,2010,7
buemi,Toro Rosso,1:28.273,2010,7
barrichello,Williams,1:28.392,2010,7
alguersuari,Toro Rosso,1:28.540,2010,7
hulkenberg,Williams,1:28.841,2010,7
liuzzi,Force India,1:28.958,2010,7
trulli,Lotus,1:30.237,2010,7
kovalainen,Lotus,1:30.519,2010,7
glock,Virgin,1:30.744,2010,7
bruno_senna,HRT,1:31.266,2010,7
grassi,Virgin,1:31.989,2010,7
chandhok,HRT,1:32.060,2010,7
hamilton,McLaren,1:15.105,2010,8
webber,Red Bull,1:15.373,2010,8
vettel,Red Bull,1:15.420,2010,8
alonso,Ferrari,1:15.435,2010,8
button,McLaren,1:15.520,2010,8
liuzzi,Force India,1:15.648,2010,8
massa,Ferrari,1:15.688,2010,8
kubica,Renault,1:15.715,2010,8
sutil,Force India,1:15.881,2010,8
rosberg,Mercedes,1:16.071,2010,8
barrichello,Williams,1:16.434,2010,8
hulkenberg,Williams,1:16.438,2010,8
michael_schumacher,Mercedes,1:16.492,2010,8
petrov,Renault,1:16.844,2010,8
buemi,Toro Rosso,1:16.928,2010,8
alguersuari,Toro Rosso,1:17.029,2010,8
rosa,Sauber,1:17.384,2010,8
kobayashi,Sauber,1:18.019,2010,8
kovalainen,Lotus,1:18.237,2010,8
trulli,Lotus,1:18.698,2010,8
glock,Virgin,1:18.941,2010,8
bruno_senna,HRT,1:19.484,2010,8
grassi,Virgin,1:19.675,2010,8
chandhok,HRT,1:27.757,2010,8
vettel,Red Bull,1:37.587,2010,9
webber,Red Bull,1:37.662,2010,9
hamilton,McLaren,1:37.969,2010,9
alonso,Ferrari,1:38.075,2010,9
massa,Ferrari,1:38.127,2010,9
kubica,Renault,1:38.137,2010,9
button,McLaren,1:38.210,2010,9
hulkenberg,Williams,1:38.428,2010,9
barrichello,Williams,1:38.428,2010,9
petrov,Renault,1:38.523,2010,9
buemi,Toro Rosso,1:38.586,2010,9
rosberg,Mercedes,1:38.627,2010,9
sutil,Force India,1:38.851,2010,9
liuzzi,Force India,1:38.884,2010,9
michael_schumacher,Mercedes,1:39.234,2010,9
rosa,Sauber,1:39.264,2010,9
alguersuari,Toro Rosso,1:39.458,2010,9
kobayashi,Sauber,1:39.343,2010,9
trulli,Lotus,1:40.658,2010,9
kovalainen,Lotus,1:40.882,2010,9
grassi,Virgin,1:42.086,2010,9
glock,Virgin,1:42.140,2010,9
chandhok,HRT,1:42.600,2010,9
bruno_senna,HRT,1:42.851,2010,9
vettel,Red Bull,1:29.615,2010,10
webber,Red Bull,1:29.758,2010,10
alonso,Ferrari,1:30.426,2010,10
hamilton,McLaren,1:30.556,2010,10
rosberg,Mercedes,1:30.625,2010,10
kubica,Renault,1:31.040,2010,10
massa,Ferrari,1:31.172,2010,10
barrichello,Williams,1:31.175,2010,10
rosa,Sauber,1:31.274,2010,10
michael_schumacher,Mercedes,1:31.430,2010,10
sutil,Force India,1:31.399,2010,10
kobayashi,Sauber,1:31.421,2010,10
hulkenberg,Williams,1:31.635,2010,10
button,McLaren,1:31.699,2010,10
liuzzi,Force India,1:31.708,2010,10
petrov,Renault,1:31.796,2010,10
buemi,Toro Rosso,1:32.012,2010,10
alguersuari,Toro Rosso,1:32.430,2010,10
kovalainen,Lotus,1:34.405,2010,10
glock,Virgin,1:34.775,2010,10
trulli,Lotus,1:34.864,2010,10
grassi,Virgin,1:35.212,2010,10
chandhok,HRT,1:36.576,2010,10
yamamoto,HRT,1:36.968,2010,10
vettel,Red Bull,1:13.791,2010,11
alonso,Ferrari,1:13.793,2010,11
massa,Ferrari,1:14.290,2010,11
webber,Red Bull,1:14.347,2010,11
button,McLaren,1:14.427,2010,11
hamilton,McLaren,1:14.566,2010,11
kubica,Renault,1:15.079,2010,11
barrichello,Williams,1:15.109,2010,11
rosberg,Mercedes,1:15.179,2010,11
hulkenberg,Williams,1:15.339,2010,11
michael_schumacher,Mercedes,1:15.026,2010,11
kobayashi,Sauber,1:15.084,2010,11
petrov,Renault,1:15.307,2010,11
sutil,Force India,1:15.467,2010,11
rosa,Sauber,1:15.550,2010,11
alguersuari,Toro Rosso,1:15.588,2010,11
buemi,Toro Rosso,1:15.974,2010,11
trulli,Lotus,1:17.583,2010,11
kovalainen,Lotus,1:18.300,2010,11
glock,Virgin,1:18.343,2010,11
bruno_senna,HRT,1:18.592,2010,11
liuzzi,Force India,1:18.952,2010,11
yamamoto,HRT,1:19.844,2010,11
grassi,Virgin,00.000,2010,11
vettel,Red Bull,1:18.773,2010,12
webber,Red Bull,1:19.184,2010,12
alonso,Ferrari,1:19.987,2010,12
massa,Ferrari,1:20.331,2010,12
hamilton,McLaren,1:20.499,2010,12
rosberg,Mercedes,1:21.082,2010,12
petrov,Renault,1:21.229,2010,12
kubica,Renault,1:21.328,2010,12
rosa,Sauber,1:21.411,2010,12
hulkenberg,Williams,1:21.710,2010,12
button,McLaren,1:21.292,2010,12
barrichello,Williams,1:21.331,2010,12
sutil,Force India,1:21.517,2010,12
michael_schumacher,Mercedes,1:21.630,2010,12
buemi,Toro Rosso,1:21.897,2010,12
liuzzi,Force India,1:21.927,2010,12
alguersuari,Toro Rosso,1:21.998,2010,12
kobayashi,Sauber,1:22.222,2010,12
glock,Virgin,1:24.050,2010,12
kovalainen,Lotus,1:24.120,2010,12
trulli,Lotus,1:24.199,2010,12
grassi,Virgin,1:25.118,2010,12
bruno_senna,HRT,1:26.391,2010,12
yamamoto,HRT,1:26.453,2010,12
webber,Red Bull,1:45.778,2010,13
hamilton,McLaren,1:45.863,2010,13
kubica,Renault,1:46.100,2010,13
vettel,Red Bull,1:46.127,2010,13
button,McLaren,1:46.206,2010,13
massa,Ferrari,1:46.314,2010,13
barrichello,Williams,1:46.602,2010,13
sutil,Force India,1:46.659,2010,13
hulkenberg,Williams,1:47.053,2010,13
alonso,Ferrari,1:47.441,2010,13
michael_schumacher,Mercedes,1:47.874,2010,13
rosberg,Mercedes,1:47.885,2010,13
alguersuari,Toro Rosso,1:48.267,2010,13
liuzzi,Force India,1:48.680,2010,13
buemi,Toro Rosso,1:49.209,2010,13
kovalainen,Lotus,1:50.980,2010,13
glock,Virgin,1:52.049,2010,13
trulli,Lotus,2:01.491,2010,13
kobayashi,Sauber,2:02.284,2010,13
bruno_senna,HRT,2:03.612,2010,13
yamamoto,HRT,2:03.941,2010,13
rosa,Sauber,2:05.294,2010,13
grassi,Virgin,2:18.754,2010,13
petrov,Renault,00.000,2010,13
alonso,Ferrari,1:21.962,2010,14
button,McLaren,1:22.084,2010,14
massa,Ferrari,1:22.293,2010,14
webber,Red Bull,1:22.433,2010,14
hamilton,McLaren,1:22.623,2010,14
vettel,Red Bull,1:22.675,2010,14
rosberg,Mercedes,1:23.027,2010,14
hulkenberg,Williams,1:23.037,2010,14
kubica,Renault,1:23.039,2010,14
barrichello,Williams,1:23.328,2010,14
sutil,Force India,1:23.199,2010,14
michael_schumacher,Mercedes,1:23.388,2010,14
kobayashi,Sauber,1:23.659,2010,14
buemi,Toro Rosso,1:23.681,2010,14
petrov,Renault,1:23.819,2010,14
alguersuari,Toro Rosso,1:23.919,2010,14
rosa,Sauber,1:24.044,2010,14
trulli,Lotus,1:25.540,2010,14
kovalainen,Lotus,1:25.742,2010,14
liuzzi,Force India,1:25.774,2010,14
glock,Virgin,1:25.934,2010,14
grassi,Virgin,1:25.974,2010,14
bruno_senna,HRT,1:26.847,2010,14
yamamoto,HRT,1:27.020,2010,14
alonso,Ferrari,1:45.390,2010,15
vettel,Red Bull,1:45.457,2010,15
hamilton,McLaren,1:45.571,2010,15
button,McLaren,1:45.944,2010,15
webber,Red Bull,1:45.977,2010,15
barrichello,Williams,1:46.236,2010,15
rosberg,Mercedes,1:46.443,2010,15
kubica,Renault,1:46.593,2010,15
michael_schumacher,Mercedes,1:46.702,2010,15
kobayashi,Sauber,1:47.884,2010,15
alguersuari,Toro Rosso,1:47.666,2010,15
hulkenberg,Williams,1:47.674,2010,15
petrov,Renault,1:48.165,2010,15
buemi,Toro Rosso,1:48.502,2010,15
heidfeld,Sauber,1:48.557,2010,15
sutil,Force India,1:48.899,2010,15
liuzzi,Force India,1:48.961,2010,15
glock,Virgin,1:50.271,2010,15
kovalainen,Lotus,1:50.915,2010,15
grassi,Virgin,1:51.107,2010,15
trulli,Lotus,1:51.641,2010,15
klien,HRT,1:52.946,2010,15
bruno_senna,HRT,1:54.174,2010,15
massa,Ferrari,00.000,2010,15
vettel,Red Bull,1:30.785,2010,16
webber,Red Bull,1:30.853,2010,16
hamilton,McLaren,1:31.169,2010,16
kubica,Renault,1:31.231,2010,16
alonso,Ferrari,1:31.352,2010,16
button,McLaren,1:31.378,2010,16
rosberg,Mercedes,1:31.494,2010,16
barrichello,Williams,1:31.535,2010,16
hulkenberg,Williams,1:31.559,2010,16
michael_schumacher,Mercedes,1:31.846,2010,16
heidfeld,Sauber,1:32.187,2010,16
massa,Ferrari,1:32.321,2010,16
petrov,Renault,1:32.422,2010,16
kobayashi,Sauber,1:32.427,2010,16
sutil,Force India,1:32.659,2010,16
alguersuari,Toro Rosso,1:33.071,2010,16
liuzzi,Force India,1:33.154,2010,16
buemi,Toro Rosso,1:33.568,2010,16
trulli,Lotus,1:35.346,2010,16
kovalainen,Lotus,1:35.464,2010,16
grassi,Virgin,1:36.265,2010,16
glock,Virgin,1:36.332,2010,16
bruno_senna,HRT,1:37.270,2010,16
yamamoto,HRT,1:37.365,2010,16
vettel,Red Bull,1:35.585,2010,17
webber,Red Bull,1:35.659,2010,17
alonso,Ferrari,1:35.766,2010,17
hamilton,McLaren,1:36.062,2010,17
rosberg,Mercedes,1:36.535,2010,17
massa,Ferrari,1:36.571,2010,17
button,McLaren,1:36.731,2010,17
kubica,Renault,1:36.824,2010,17
michael_schumacher,Mercedes,1:36.950,2010,17
barrichello,Williams,1:36.998,2010,17
hulkenberg,Williams,1:37.620,2010,17
kobayashi,Sauber,1:37.643,2010,17
heidfeld,Sauber,1:37.715,2010,17
sutil,Force India,1:37.783,2010,17
petrov,Renault,1:37.799,2010,17
alguersuari,Toro Rosso,1:37.853,2010,17
buemi,Toro Rosso,1:38.594,2010,17
liuzzi,Force India,1:38.955,2010,17
trulli,Lotus,1:40.521,2010,17
glock,Virgin,1:40.748,2010,17
kovalainen,Lotus,1:41.768,2010,17
grassi,Virgin,1:42.325,2010,17
yamamoto,HRT,1:42.444,2010,17
bruno_senna,HRT,1:43.283,2010,17
hulkenberg,Williams,1:14.470,2010,18
vettel,Red Bull,1:15.519,2010,18
webber,Red Bull,1:15.637,2010,18
hamilton,McLaren,1:15.747,2010,18
alonso,Ferrari,1:15.989,2010,18
barrichello,Williams,1:16.203,2010,18
kubica,Renault,1:16.552,2010,18
michael_schumacher,Mercedes,1:16.925,2010,18
massa,Ferrari,1:17.101,2010,18
petrov,Renault,1:17.656,2010,18
button,McLaren,1:19.288,2010,18
kobayashi,Sauber,1:19.385,2010,18
rosberg,Mercedes,1:19.486,2010,18
alguersuari,Toro Rosso,1:19.581,2010,18
buemi,Toro Rosso,1:19.847,2010,18
heidfeld,Sauber,1:19.899,2010,18
liuzzi,Force India,1:20.357,2010,18
sutil,Force India,1:20.830,2010,18
glock,Virgin,1:22.130,2010,18
trulli,Lotus,1:22.250,2010,18
kovalainen,Lotus,1:22.378,2010,18
grassi,Virgin,1:22.810,2010,18
klien,HRT,1:23.083,2010,18
bruno_senna,HRT,1:23.796,2010,18
vettel,Red Bull,1:39.394,2010,19
hamilton,McLaren,1:39.425,2010,19
alonso,Ferrari,1:39.792,2010,19
button,McLaren,1:39.823,2010,19
webber,Red Bull,1:39.925,2010,19
massa,Ferrari,1:40.202,2010,19
barrichello,Williams,1:40.203,2010,19
michael_schumacher,Mercedes,1:40.516,2010,19
rosberg,Mercedes,1:40.589,2010,19
petrov,Renault,1:40.901,2010,19
kubica,Renault,1:40.780,2010,19
kobayashi,Sauber,1:40.783,2010,19
sutil,Force India,1:40.914,2010,19
heidfeld,Sauber,1:41.113,2010,19
hulkenberg,Williams,1:41.418,2010,19
liuzzi,Force India,1:41.642,2010,19
alguersuari,Toro Rosso,1:41.738,2010,19
buemi,Toro Rosso,1:41.824,2010,19
trulli,Lotus,1:43.516,2010,19
kovalainen,Lotus,1:43.712,2010,19
glock,Virgin,1:44.095,2010,19
grassi,Virgin,1:44.510,2010,19
bruno_senna,HRT,1:45.085,2010,19
klien,HRT,1:45.296,2010,19
vettel,Red Bull,1:23.529,2011,1
hamilton,McLaren,1:24.307,2011,1
webber,Red Bull,1:24.395,2011,1
button,McLaren,1:24.779,2011,1
alonso,Ferrari,1:24.974,2011,1
petrov,Renault,1:25.247,2011,1
rosberg,Mercedes,1:25.421,2011,1
massa,Ferrari,1:25.599,2011,1
kobayashi,Sauber,1:25.626,2011,1
buemi,Toro Rosso,1:27.066,2011,1
michael_schumacher,Mercedes,1:25.971,2011,1
alguersuari,Toro Rosso,1:26.103,2011,1
perez,Sauber,1:26.108,2011,1
resta,Force India,1:26.739,2011,1
maldonado,Williams,1:26.768,2011,1
sutil,Force India,1:31.407,2011,1
barrichello,Williams,1:26.270,2011,1
heidfeld,Renault,1:27.239,2011,1
kovalainen,Lotus,1:29.254,2011,1
trulli,Lotus,1:29.342,2011,1
glock,Virgin,1:29.858,2011,1
ambrosio,Virgin,1:30.822,2011,1
liuzzi,HRT,1:32.978,2011,1
karthikeyan,HRT,1:34.293,2011,1
vettel,Red Bull,1:34.870,2011,2
hamilton,McLaren,1:34.974,2011,2
webber,Red Bull,1:35.179,2011,2
button,McLaren,1:35.200,2011,2
alonso,Ferrari,1:35.802,2011,2
heidfeld,Renault,1:36.124,2011,2
massa,Ferrari,1:36.251,2011,2
petrov,Renault,1:36.324,2011,2
rosberg,Mercedes,1:36.809,2011,2
kobayashi,Sauber,1:36.820,2011,2
michael_schumacher,Mercedes,1:37.035,2011,2
buemi,Toro Rosso,1:37.160,2011,2
alguersuari,Toro Rosso,1:37.347,2011,2
resta,Force India,1:37.370,2011,2
barrichello,Williams,1:37.496,2011,2
perez,Sauber,1:37.528,2011,2
sutil,Force India,1:37.593,2011,2
maldonado,Williams,1:38.276,2011,2
kovalainen,Lotus,1:38.645,2011,2
trulli,Lotus,1:38.791,2011,2
glock,Virgin,1:40.648,2011,2
ambrosio,Virgin,1:41.001,2011,2
liuzzi,HRT,1:41.549,2011,2
karthikeyan,HRT,1:42.574,2011,2
vettel,Red Bull,1:33.706,2011,3
button,McLaren,1:34.421,2011,3
hamilton,McLaren,1:34.463,2011,3
rosberg,Mercedes,1:34.670,2011,3
alonso,Ferrari,1:35.119,2011,3
massa,Ferrari,1:35.145,2011,3
alguersuari,Toro Rosso,1:36.158,2011,3
resta,Force India,1:36.190,2011,3
buemi,Toro Rosso,1:36.203,2011,3
petrov,Renault,1:35.149,2011,3
sutil,Force India,1:35.874,2011,3
perez,Sauber,1:36.053,2011,3
kobayashi,Sauber,1:36.236,2011,3
michael_schumacher,Mercedes,1:36.457,2011,3
barrichello,Williams,1:36.465,2011,3
heidfeld,Renault,1:36.611,2011,3
maldonado,Williams,1:36.956,2011,3
webber,Red Bull,1:36.468,2011,3
kovalainen,Lotus,1:37.894,2011,3
trulli,Lotus,1:38.318,2011,3
ambrosio,Virgin,1:39.119,2011,3
glock,Virgin,1:39.708,2011,3
liuzzi,HRT,1:40.212,2011,3
karthikeyan,HRT,1:40.445,2011,3
vettel,Red Bull,1:25.049,2011,4
webber,Red Bull,1:25.454,2011,4
rosberg,Mercedes,1:25.574,2011,4
hamilton,McLaren,1:25.595,2011,4
alonso,Ferrari,1:25.851,2011,4
button,McLaren,1:25.982,2011,4
petrov,Renault,1:26.296,2011,4
michael_schumacher,Mercedes,1:26.646,2011,4
heidfeld,Renault,1:26.659,2011,4
