season,round,constructor,constructor_points,constructor_wins,constructor_standings_pos
2007,17,red_bull,24,0,5
2007,17,toyota,13,0,6
2007,17,toro_rosso,8,0,7
2007,17,honda,6,0,8
2007,17,super_aguri,4,0,9
2007,17,spyker,1,0,10
2007,17,mclaren,218,8,11
2008,1,mclaren,14,1,1
2008,1,williams,9,0,2
2008,1,bmw_sauber,8,0,3
2008,1,renault,5,0,4
2008,1,toro_rosso,2,0,5
2008,1,ferrari,1,0,6
2008,2,mclaren,24,1,1
2008,2,bmw_sauber,19,0,2
2008,2,ferrari,11,1,3
2008,2,williams,9,0,4
2008,2,renault,6,0,5
2008,2,toyota,5,0,6
2008,2,red_bull,2,0,7
2008,2,toro_rosso,2,0,8
2008,2,honda,0,0,9
2008,2,force_india,0,0,10
2008,2,super_aguri,0,0,11
2008,3,bmw_sauber,30,0,1
2008,3,ferrari,29,2,2
2008,3,mclaren,28,1,3
2008,3,williams,10,0,4
2008,3,toyota,8,0,5
2008,3,renault,6,0,6
2008,3,red_bull,4,0,7
2008,3,toro_rosso,2,0,8
2008,3,honda,0,0,9
2008,3,force_india,0,0,10
2008,3,super_aguri,0,0,11
2008,4,ferrari,47,3,1
2008,4,bmw_sauber,35,0,2
2008,4,mclaren,34,1,3
2008,4,williams,12,0,4
2008,4,toyota,9,0,5
2008,4,red_bull,8,0,6
2008,4,renault,6,0,7
2008,4,honda,3,0,8
2008,4,toro_rosso,2,0,9
2008,4,force_india,0,0,10
2008,4,super_aguri,0,0,11
2008,5,ferrari,63,4,1
2008,5,bmw_sauber,44,0,2
2008,5,mclaren,42,1,3
2008,5,williams,13,0,4
2008,5,red_bull,10,0,5
2008,5,toyota,9,0,6
2008,5,renault,9,0,7
2008,5,honda,3,0,8
2008,5,toro_rosso,2,0,9
2008,5,force_india,0,0,10
2008,5,super_aguri,0,0,11
2008,6,ferrari,69,4,1
2008,6,mclaren,53,2,2
2008,6,bmw_sauber,52,0,3
2008,6,williams,15,0,4
2008,6,red_bull,15,0,5
2008,6,toyota,9,0,6
2008,6,renault,9,0,7
2008,6,toro_rosso,6,0,8
2008,6,honda,6,0,9
2008,6,force_india,0,0,10
2008,6,super_aguri,0,0,11
2008,7,ferrari,73,4,1
2008,7,bmw_sauber,70,1,2
2008,7,mclaren,53,2,3
2008,7,red_bull,21,0,4
2008,7,toyota,17,0,5
2008,7,williams,15,0,6
2008,7,renault,9,0,7
2008,7,honda,8,0,8
2008,7,toro_rosso,7,0,9
2008,7,force_india,0,0,10
2008,7,super_aguri,0,0,11
2008,8,ferrari,91,5,1
2008,8,bmw_sauber,74,1,2
2008,8,mclaren,58,2,3
2008,8,red_bull,24,0,4
2008,8,toyota,23,0,5
2008,8,williams,15,0,6
2008,8,renault,12,0,7
2008,8,honda,8,0,8
2008,8,toro_rosso,7,0,9
2008,8,force_india,0,0,10
2008,8,super_aguri,0,0,11
2008,9,ferrari,96,5,1
2008,9,bmw_sauber,82,1,2
2008,9,mclaren,72,3,3
2008,9,toyota,25,0,4
2008,9,red_bull,24,0,5
2008,9,williams,16,0,6
2008,9,renault,15,0,7
2008,9,honda,14,0,8
2008,9,toro_rosso,7,0,9
2008,9,force_india,0,0,10
2008,9,super_aguri,0,0,11
2008,10,ferrari,105,5,1
2008,10,bmw_sauber,89,1,2
2008,10,mclaren,86,4,3
2008,10,toyota,25,0,4
2008,10,red_bull,24,0,5
2008,10,renault,23,0,6
2008,10,williams,16,0,7
2008,10,honda,14,0,8
2008,10,toro_rosso,8,0,9
2008,10,force_india,0,0,10
2008,10,super_aguri,0,0,11
2008,11,ferrari,111,5,1
2008,11,mclaren,100,5,2
2008,11,bmw_sauber,90,1,3
2008,11,toyota,35,0,4
2008,11,renault,31,0,5
2008,11,red_bull,24,0,6
2008,11,williams,16,0,7
2008,11,honda,14,0,8
2008,11,toro_rosso,8,0,9
2008,11,force_india,0,0,10
2008,11,super_aguri,0,0,11
2008,12,ferrari,121,6,1
2008,12,mclaren,113,5,2
2008,12,bmw_sauber,96,1,3
2008,12,toyota,41,0,4
2008,12,renault,31,0,5
2008,12,red_bull,24,0,6
2008,12,williams,17,0,7
2008,12,honda,14,0,8
2008,12,toro_rosso,11,0,9
2008,12,force_india,0,0,10
2008,12,super_aguri,0,0,11
2008,13,ferrari,131,7,1
2008,13,mclaren,119,5,2
2008,13,bmw_sauber,107,1,3
2008,13,toyota,41,0,4
2008,13,renault,36,0,5
2008,13,red_bull,25,0,6
2008,13,williams,17,0,7
2008,13,toro_rosso,17,0,8
2008,13,honda,14,0,9
2008,13,force_india,0,0,10
2008,13,super_aguri,0,0,11
2008,14,ferrari,134,7,1
2008,14,mclaren,129,5,2
2008,14,bmw_sauber,117,1,3
2008,14,toyota,41,0,4
2008,14,renault,41,0,5
2008,14,toro_rosso,27,1,6
2008,14,red_bull,26,0,7
2008,14,williams,17,0,8
2008,14,honda,14,0,9
2008,14,force_india,0,0,10
2008,14,super_aguri,0,0,11
2008,15,mclaren,135,5,1
2008,15,ferrari,134,7,2
2008,15,bmw_sauber,120,1,3
2008,15,renault,51,1,4
2008,15,toyota,46,0,5
2008,15,toro_rosso,31,1,6
2008,15,red_bull,28,0,7
2008,15,williams,26,0,8
2008,15,honda,14,0,9
2008,15,force_india,0,0,10
2008,15,super_aguri,0,0,11
2008,16,ferrari,142,7,1
2008,16,mclaren,135,5,2
2008,16,bmw_sauber,128,1,3
2008,16,renault,66,2,4
2008,16,toyota,50,0,5
2008,16,toro_rosso,34,1,6
2008,16,red_bull,29,0,7
2008,16,williams,26,0,8
2008,16,honda,14,0,9
2008,16,force_india,0,0,10
2008,16,super_aguri,0,0,11
2008,17,ferrari,156,7,1
2008,17,mclaren,145,6,2
2008,17,bmw_sauber,135,1,3
2008,17,renault,72,2,4
2008,17,toyota,52,0,5
2008,17,toro_rosso,34,1,6
2008,17,red_bull,29,0,7
2008,17,williams,26,0,8
2008,17,honda,14,0,9
2008,17,force_india,0,0,10
2008,17,super_aguri,0,0,11
2008,18,ferrari,172,8,1
2008,18,mclaren,151,6,2
2008,18,bmw_sauber,135,1,3
2008,18,renault,80,2,4
2008,18,toyota,56,0,5
2008,18,toro_rosso,39,1,6
2008,18,red_bull,29,0,7
2008,18,williams,26,0,8
2008,18,honda,14,0,9
2008,18,force_india,0,0,10
2008,18,super_aguri,0,0,11
2009,1,brawn,18,1,1
2009,1,toyota,11,0,2
2009,1,renault,4,0,3
2009,1,williams,3,0,4
2009,1,toro_rosso,3,0,5
2009,1,force_india,0,0,6
2009,1,bmw_sauber,0,0,7
2009,1,red_bull,0,0,8
2009,1,ferrari,0,0,9
2009,2,brawn,25,2,1
2009,2,toyota,0,0,2
2009,2,bmw_sauber,4,0,3
2009,2,renault,4,0,4
2009,2,williams,0,0,5
2009,2,toro_rosso,3,0,6
2009,2,red_bull,0,0,7
2009,2,mclaren,1,0,8
2009,2,force_india,0,0,9
2009,2,ferrari,0,0,10
2009,3,brawn,36,2,1
2009,3,red_bull,0,1,2
2009,3,toyota,0,0,3
2009,3,mclaren,8,0,4
2009,3,bmw_sauber,4,0,5
2009,3,renault,4,0,6
2009,3,toro_rosso,4,0,7
2009,3,williams,0,0,8
2009,3,ferrari,0,0,9
2009,3,force_india,0,0,10
2009,4,brawn,50,3,1
2009,4,red_bull,0,1,2
2009,4,toyota,0,0,3
2009,4,mclaren,13,0,4
2009,4,renault,5,0,5
2009,4,bmw_sauber,4,0,6
2009,4,toro_rosso,4,0,7
2009,4,williams,0,0,8
2009,4,ferrari,3,0,9
2009,4,force_india,0,0,10
2009,5,brawn,68,4,1
2009,5,red_bull,0,1,2
2009,5,toyota,0,0,3
2009,5,mclaren,13,0,4
2009,5,renault,9,0,5
2009,5,bmw_sauber,6,0,6
2009,5,ferrari,6,0,7
2009,5,williams,0,0,8
2009,5,toro_rosso,4,0,9
2009,5,force_india,0,0,10
2009,6,brawn,86,5,1
2009,6,red_bull,0,1,2
2009,6,toyota,0,0,3
2009,6,ferrari,17,0,4
2009,6,mclaren,13,0,5
2009,6,renault,11,0,6
2009,6,williams,0,0,7
2009,6,bmw_sauber,6,0,8
2009,6,toro_rosso,5,0,9
2009,6,force_india,0,0,10
2009,7,brawn,96,6,1
2009,7,red_bull,0,1,2
2009,7,toyota,0,0,3
2009,7,ferrari,20,0,4
2009,7,mclaren,13,0,5
2009,7,williams,0,0,6
2009,7,renault,11,0,7
2009,7,bmw_sauber,8,0,8
2009,7,toro_rosso,5,0,9
2009,7,force_india,0,0,10
2009,8,brawn,105,6,1
2009,8,red_bull,0,2,2
2009,8,toyota,0,0,3
2009,8,ferrari,26,0,4
2009,8,williams,0,0,5
2009,8,mclaren,13,0,6
2009,8,renault,11,0,7
2009,8,bmw_sauber,8,0,8
2009,8,toro_rosso,5,0,9
2009,8,force_india,0,0,10
2009,9,brawn,112,6,1
2009,9,red_bull,0,3,2
2009,9,toyota,0,0,3
2009,9,ferrari,32,0,4
2009,9,williams,0,0,5
2009,9,mclaren,14,0,6
2009,9,renault,13,0,7
2009,9,bmw_sauber,8,0,8
2009,9,toro_rosso,5,0,9
2009,9,force_india,0,0,10
2009,10,brawn,114,6,1
2009,10,red_bull,0,3,2
2009,10,ferrari,40,0,3
2009,10,toyota,0,0,4
2009,10,mclaren,28,1,5
2009,10,williams,0,0,6
2009,10,renault,13,0,7
2009,10,bmw_sauber,8,0,8
2009,10,toro_rosso,5,0,9
2009,10,force_india,0,0,10
2009,11,brawn,126,7,1
2009,11,red_bull,0,3,2
2009,11,ferrari,46,0,3
2009,11,mclaren,41,1,4
2009,11,toyota,0,0,5
2009,11,williams,0,0,6
2009,11,renault,16,0,7
2009,11,bmw_sauber,9,0,8
2009,11,toro_rosso,5,0,9
2009,11,force_india,0,0,10
2009,12,brawn,128,7,1
2009,12,red_bull,0,3,2
2009,12,ferrari,56,1,3
2009,12,mclaren,44,1,4
2009,12,toyota,0,0,5
2009,12,williams,0,0,6
2009,12,bmw_sauber,18,0,7
2009,12,renault,16,0,8
2009,12,force_india,8,0,9
2009,12,toro_rosso,5,0,10
2009,13,brawn,146,8,1
2009,13,red_bull,0,3,2
2009,13,ferrari,62,1,3
2009,13,mclaren,47,1,4
2009,13,toyota,0,0,5
2009,13,williams,0,0,6
2009,13,bmw_sauber,20,0,7
2009,13,renault,20,0,8
2009,13,force_india,13,0,9
2009,13,toro_rosso,5,0,10
2009,14,brawn,153,8,1
2009,14,red_bull,0,3,2
2009,14,ferrari,62,1,3
2009,14,mclaren,59,2,4
2009,14,toyota,0,0,5
2009,14,williams,0,0,6
2009,14,renault,26,0,7
2009,14,bmw_sauber,21,0,8
2009,14,force_india,13,0,9
2009,14,toro_rosso,5,0,10
2009,15,brawn,156,8,1
2009,15,red_bull,0,4,2
2009,15,ferrari,67,1,3
2009,15,mclaren,65,2,4
2009,15,toyota,0,0,5
2009,15,williams,0,0,6
2009,15,renault,26,0,7
2009,15,bmw_sauber,24,0,8
2009,15,force_india,13,0,9
2009,15,toro_rosso,5,0,10
2009,16,brawn,161,8,1
2009,16,red_bull,0,5,2
2009,16,mclaren,71,2,3
2009,16,ferrari,70,1,4
2009,16,toyota,0,0,5
2009,16,williams,0,0,6
2009,16,bmw_sauber,32,0,7
2009,16,renault,26,0,8
2009,16,force_india,13,0,9
2009,16,toro_rosso,7,0,10
2009,17,brawn,172,8,1
2009,17,red_bull,0,6,2
2009,17,mclaren,71,2,3
2009,17,ferrari,70,1,4
2009,17,toyota,0,0,5
2009,17,bmw_sauber,36,0,6
2009,17,williams,0,0,7
2009,17,renault,26,0,8
2009,17,force_india,13,0,9
2009,17,toro_rosso,8,0,10
2010,1,ferrari,43,1,1
2010,1,mclaren,21,0,2
2010,1,mercedes,18,0,3
2010,1,red_bull,16,0,4
2010,1,force_india,2,0,5
2010,1,williams,1,0,6
2010,1,renault,0,0,7
2010,1,toro_rosso,0,0,8
2010,1,lotus_racing,0,0,9
2010,1,sauber,0,0,10
2010,1,hrt,0,0,11
2010,1,virgin,0,0,12
2010,2,ferrari,70,1,1
2010,2,mclaren,54,1,2
2010,2,mercedes,29,0,3
2010,2,renault,18,0,4
2010,2,red_bull,18,0,5
2010,2,force_india,8,0,6
2010,2,williams,5,0,7
2010,2,toro_rosso,0,0,8
2010,2,sauber,0,0,9
2010,2,lotus_racing,0,0,10
2010,2,hrt,0,0,11
2010,2,virgin,0,0,12
2010,3,ferrari,76,1,1
2010,3,mclaren,66,1,2
2010,3,red_bull,61,1,3
2010,3,mercedes,44,0,4
2010,3,renault,30,0,5
2010,3,force_india,18,0,6
2010,3,williams,6,0,7
2010,3,toro_rosso,2,0,8
2010,3,sauber,0,0,9
2010,3,lotus_racing,0,0,10
2010,3,hrt,0,0,11
2010,3,virgin,0,0,12
2010,4,mclaren,109,2,1
2010,4,ferrari,90,1,2
2010,4,red_bull,73,1,3
2010,4,mercedes,60,0,4
2010,4,renault,46,0,5
2010,4,force_india,18,0,6
2010,4,williams,6,0,7
2010,4,toro_rosso,2,0,8
2010,4,sauber,0,0,9
2010,4,lotus_racing,0,0,10
2010,4,hrt,0,0,11
2010,4,virgin,0,0,12
2010,5,mclaren,119,2,1
2010,5,ferrari,116,1,2
2010,5,red_bull,113,2,3
2010,5,mercedes,72,0,4
2010,5,renault,50,0,5
2010,5,force_india,24,0,6
2010,5,williams,8,0,7
2010,5,toro_rosso,3,0,8
2010,5,sauber,0,0,9
2010,5,lotus_racing,0,0,10
2010,5,hrt,0,0,11
2010,5,virgin,0,0,12
2010,6,red_bull,156,3,1
2010,6,ferrari,136,1,2
2010,6,mclaren,129,2,3
2010,6,mercedes,78,0,4
2010,6,renault,65,0,5
2010,6,force_india,30,0,6
2010,6,williams,8,0,7
2010,6,toro_rosso,4,0,8
2010,6,sauber,0,0,9
2010,6,lotus_racing,0,0,10
2010,6,hrt,0,0,11
2010,6,virgin,0,0,12
2010,7,mclaren,172,3,1
2010,7,red_bull,171,3,2
2010,7,ferrari,146,1,3
2010,7,mercedes,100,0,4
2010,7,renault,73,0,5
2010,7,force_india,32,0,6
2010,7,williams,8,0,7
2010,7,toro_rosso,4,0,8
2010,7,sauber,1,0,9
2010,7,lotus_racing,0,0,10
2010,7,hrt,0,0,11
2010,7,virgin,0,0,12
2010,8,mclaren,215,4,1
2010,8,red_bull,193,3,2
2010,8,ferrari,161,1,3
2010,8,mercedes,108,0,4
2010,8,renault,79,0,5
2010,8,force_india,35,0,6
2010,8,toro_rosso,8,0,7
2010,8,williams,8,0,8
2010,8,sauber,1,0,9
2010,8,lotus_racing,0,0,10
2010,8,hrt,0,0,11
2010,8,virgin,0,0,12
2010,9,mclaren,248,4,1
2010,9,red_bull,218,4,2
2010,9,ferrari,165,1,3
2010,9,mercedes,109,0,4
2010,9,renault,89,0,5
2010,9,force_india,43,0,6
2010,9,williams,20,0,7
2010,9,toro_rosso,10,0,8
2010,9,sauber,7,0,9
2010,9,lotus_racing,0,0,10
2010,9,hrt,0,0,11
2010,9,virgin,0,0,12
2010,10,mclaren,278,4,1
2010,10,red_bull,249,5,2
2010,10,ferrari,165,1,3
2010,10,mercedes,126,0,4
2010,10,renault,89,0,5
2010,10,force_india,47,0,6
2010,10,williams,31,0,7
2010,10,sauber,15,0,8
2010,10,toro_rosso,10,0,9
2010,10,lotus_racing,0,0,10
2010,10,hrt,0,0,11
2010,10,virgin,0,0,12
2010,11,mclaren,300,4,1
2010,11,red_bull,272,5,2
2010,11,ferrari,208,2,3
2010,11,mercedes,132,0,4
2010,11,renault,96,0,5
2010,11,force_india,47,0,6
2010,11,williams,31,0,7
2010,11,sauber,15,0,8
2010,11,toro_rosso,10,0,9
2010,11,lotus_racing,0,0,10
2010,11,hrt,0,0,11
2010,11,virgin,0,0,12
2010,12,red_bull,312,6,1
2010,12,mclaren,304,4,2
2010,12,ferrari,238,2,3
2010,12,mercedes,132,0,4
2010,12,renault,106,0,5
2010,12,force_india,47,0,6
2010,12,williams,40,0,7
2010,12,sauber,23,0,8
2010,12,toro_rosso,10,0,9
2010,12,lotus_racing,0,0,10
2010,12,hrt,0,0,11
2010,12,virgin,0,0,12
2010,13,red_bull,330,6,1
2010,13,mclaren,329,5,2
2010,13,ferrari,250,2,3
2010,13,mercedes,146,0,4
2010,13,renault,123,0,5
2010,13,force_india,58,0,6
2010,13,williams,40,0,7
2010,13,sauber,27,0,8
2010,13,toro_rosso,10,0,9
2010,13,lotus_racing,0,0,10
2010,13,hrt,0,0,11
2010,13,virgin,0,0,12
2010,14,red_bull,350,6,1
2010,14,mclaren,347,5,2
2010,14,ferrari,290,3,3
2010,14,mercedes,158,0,4
2010,14,renault,127,0,5
2010,14,force_india,58,0,6
2010,14,williams,47,0,7
2010,14,sauber,27,0,8
2010,14,toro_rosso,10,0,9
2010,14,lotus_racing,0,0,10
2010,14,hrt,0,0,11
2010,14,virgin,0,0,12
2010,15,red_bull,383,6,1
2010,15,mclaren,359,5,2
2010,15,ferrari,319,4,3
2010,15,mercedes,168,0,4
2010,15,renault,133,0,5
2010,15,force_india,60,0,6
2010,15,williams,56,0,7
2010,15,sauber,27,0,8
2010,15,toro_rosso,10,0,9
2010,15,lotus_racing,0,0,10
2010,15,hrt,0,0,11
2010,15,virgin,0,0,12
2010,16,red_bull,426,7,1
2010,16,mclaren,381,5,2
2010,16,ferrari,334,4,3
2010,16,mercedes,176,0,4
2010,16,renault,133,0,5
2010,16,force_india,60,0,6
2010,16,williams,58,0,7
2010,16,sauber,37,0,8
2010,16,toro_rosso,11,0,9
2010,16,lotus_racing,0,0,10
2010,16,hrt,0,0,11
2010,16,virgin,0,0,12
2010,17,red_bull,426,7,1
2010,17,mclaren,399,5,2
2010,17,ferrari,374,5,3
2010,17,mercedes,188,0,4
2010,17,renault,143,0,5
2010,17,force_india,68,0,6
2010,17,williams,65,0,7
2010,17,sauber,43,0,8
2010,17,toro_rosso,11,0,9
2010,17,lotus_racing,0,0,10
2010,17,hrt,0,0,11
2010,17,virgin,0,0,12
2010,18,red_bull,469,8,1
2010,18,mclaren,421,5,2
2010,18,ferrari,389,5,3
2010,18,mercedes,202,0,4
2010,18,renault,145,0,5
2010,18,williams,69,0,6
2010,18,force_india,68,0,7
2010,18,sauber,44,0,8
2010,18,toro_rosso,11,0,9
2010,18,lotus_racing,0,0,10
2010,18,hrt,0,0,11
2010,18,virgin,0,0,12
2010,19,red_bull,498,9,1
2010,19,mclaren,454,5,2
2010,19,ferrari,396,5,3
2010,19,mercedes,214,0,4
2010,19,renault,163,0,5
2010,19,williams,69,0,6
2010,19,force_india,68,0,7
2010,19,sauber,44,0,8
2010,19,toro_rosso,13,0,9
2010,19,lotus_racing,0,0,10
2010,19,hrt,0,0,11
2010,19,virgin,0,0,12
2011,1,red_bull,35,1,1
2011,1,mclaren,26,0,2
2011,1,ferrari,18,0,3
2011,1,renault,15,0,4
2011,1,toro_rosso,4,0,5
2011,1,force_india,3,0,6
2011,1,lotus_racing,0,0,7
2011,1,virgin,0,0,8
2011,1,williams,0,0,9
2011,1,mercedes,0,0,10
2011,2,red_bull,72,2,1
2011,2,mclaren,48,0,2
2011,2,ferrari,36,0,3
2011,2,renault,30,0,4
2011,2,sauber,6,0,5
2011,2,toro_rosso,4,0,6
2011,2,force_india,4,0,7
2011,2,mercedes,2,0,8
2011,2,lotus_racing,0,0,9
2011,2,virgin,0,0,10
2011,2,williams,0,0,11
2011,2,hrt,0,0,12
2011,3,red_bull,105,2,1
2011,3,mclaren,85,1,2
2011,3,ferrari,50,0,3
2011,3,renault,32,0,4
2011,3,mercedes,16,0,5
2011,3,sauber,7,0,6
2011,3,toro_rosso,4,0,7
2011,3,force_india,4,0,8
2011,3,lotus_racing,0,0,9
2011,3,williams,0,0,10
2011,3,virgin,0,0,11
2011,3,hrt,0,0,12
2011,4,red_bull,148,3,1
2011,4,mclaren,105,1,2
2011,4,ferrari,65,0,3
2011,4,renault,42,0,4
2011,4,mercedes,26,0,5
2011,4,sauber,8,0,6
2011,4,toro_rosso,6,0,7
2011,4,force_india,4,0,8
2011,4,lotus_racing,0,0,9
2011,4,williams,0,0,10
2011,4,virgin,0,0,11
2011,4,hrt,0,0,12
2011,5,red_bull,185,4,1
2011,5,mclaren,138,1,2
2011,5,ferrari,75,0,3
2011,5,renault,46,0,4
2011,5,mercedes,40,0,5
2011,5,sauber,11,0,6
2011,5,toro_rosso,6,0,7
2011,5,force_india,4,0,8
2011,5,williams,0,0,9
2011,5,lotus_racing,0,0,10
2011,5,virgin,0,0,11
2011,5,hrt,0,0,12
2011,6,red_bull,222,5,1
2011,6,mclaren,161,1,2
2011,6,ferrari,93,0,3
2011,6,renault,50,0,4
2011,6,mercedes,40,0,5
2011,6,sauber,21,0,6
2011,6,force_india,10,0,7
2011,6,toro_rosso,7,0,8
2011,6,williams,2,0,9
2011,6,lotus_racing,0,0,10
2011,6,virgin,0,0,11
2011,6,hrt,0,0,12
2011,7,red_bull,255,5,1
2011,7,mclaren,186,2,2
2011,7,ferrari,101,0,3
2011,7,renault,60,0,4
2011,7,mercedes,52,0,5
2011,7,sauber,27,0,6
2011,7,toro_rosso,12,0,7
2011,7,force_india,10,0,8
2011,7,williams,4,0,9
2011,7,lotus_racing,0,0,10
2011,7,hrt,0,0,11
2011,7,virgin,0,0,12
2011,8,red_bull,295,6,1
2011,8,mclaren,206,2,2
2011,8,ferrari,129,0,3
2011,8,renault,61,0,4
2011,8,mercedes,58,0,5
2011,8,sauber,27,0,6
2011,8,toro_rosso,16,0,7
2011,8,force_india,12,0,8
2011,8,williams,4,0,9
2011,8,lotus_racing,0,0,10
2011,8,hrt,0,0,11
2011,8,virgin,0,0,12
2011,9,red_bull,328,6,1
2011,9,mclaren,218,2,2
2011,9,ferrari,164,1,3
2011,9,mercedes,68,0,4
2011,9,renault,65,0,5
2011,9,sauber,33,0,6
2011,9,toro_rosso,17,0,7
2011,9,force_india,12,0,8
2011,9,williams,4,0,9
2011,9,lotus_racing,0,0,10
2011,9,hrt,0,0,11
2011,9,virgin,0,0,12
2011,10,red_bull,355,6,1
2011,10,mclaren,243,3,2
2011,10,ferrari,192,1,3
2011,10,mercedes,78,0,4
2011,10,renault,66,0,5
2011,10,sauber,35,0,6
2011,10,force_india,20,0,7
2011,10,toro_rosso,17,0,8
2011,10,williams,4,0,9
2011,10,lotus_racing,0,0,10
2011,10,hrt,0,0,11
2011,10,virgin,0,0,12
2011,11,red_bull,383,6,1
2011,11,mclaren,280,4,2
2011,11,ferrari,215,1,3
2011,11,mercedes,80,0,4
2011,11,renault,66,0,5
2011,11,sauber,35,0,6
2011,11,force_india,26,0,7
2011,11,toro_rosso,22,0,8
2011,11,williams,4,0,9
2011,11,lotus_racing,0,0,10
2011,11,hrt,0,0,11
2011,11,virgin,0,0,12
2011,12,red_bull,426,7,1
2011,12,mclaren,295,4,2
2011,12,ferrari,231,1,3
2011,12,mercedes,98,0,4
2011,12,renault,68,0,5
2011,12,sauber,35,0,6
2011,12,force_india,32,0,7
2011,12,toro_rosso,22,0,8
2011,12,williams,5,0,9
2011,12,lotus_racing,0,0,10
2011,12,hrt,0,0,11
2011,12,virgin,0,0,12
2011,13,red_bull,451,8,1
2011,13,mclaren,325,4,2
2011,13,ferrari,254,1,3
2011,13,mercedes,108,0,4
2011,13,renault,70,0,5
2011,13,force_india,36,0,6
2011,13,sauber,35,0,7
2011,13,toro_rosso,29,0,8
2011,13,williams,5,0,9
2011,13,lotus_racing,0,0,10
2011,13,hrt,0,0,11
2011,13,virgin,0,0,12
2011,14,red_bull,491,9,1
2011,14,mclaren,353,4,2
2011,14,ferrari,268,1,3
2011,14,mercedes,114,0,4
2011,14,renault,70,0,5
2011,14,force_india,48,0,6
2011,14,sauber,36,0,7
2011,14,toro_rosso,29,0,8
2011,14,williams,5,0,9
2011,14,lotus_racing,0,0,10
2011,14,hrt,0,0,11
2011,14,virgin,0,0,12
2011,15,red_bull,518,9,1
2011,15,mclaren,388,5,2
2011,15,ferrari,292,1,3
2011,15,mercedes,123,0,4
2011,15,renault,72,0,5
2011,15,force_india,48,0,6
2011,15,sauber,40,0,7
2011,15,toro_rosso,29,0,8
2011,15,williams,5,0,9
2011,15,lotus_racing,0,0,10
2011,15,hrt,0,0,11
2011,15,virgin,0,0,12
2011,16,red_bull,558,10,1
2011,16,mclaren,418,5,2
2011,16,ferrari,310,1,3
2011,16,mercedes,127,0,4
2011,16,renault,72,0,5
2011,16,force_india,49,0,6
2011,16,sauber,40,0,7
2011,16,toro_rosso,37,0,8
2011,16,williams,5,0,9
2011,16,lotus_racing,0,0,10
2011,16,hrt,0,0,11
2011,16,virgin,0,0,12
2011,17,red_bull,595,11,1
2011,17,mclaren,442,5,2
2011,17,ferrari,325,1,3
2011,17,mercedes,145,0,4
2011,17,renault,72,0,5
2011,17,force_india,51,0,6
2011,17,sauber,41,0,7
2011,17,toro_rosso,41,0,8
2011,17,williams,5,0,9
2011,17,lotus_racing,0,0,10
2011,17,hrt,0,0,11
2011,17,virgin,0,0,12
2011,18,red_bull,607,11,1
2011,18,mclaren,482,6,2
2011,18,ferrari,353,1,3
2011,18,mercedes,159,0,4
2011,18,renault,72,0,5
2011,18,force_india,57,0,6
2011,18,sauber,42,0,7
2011,18,toro_rosso,41,0,8
2011,18,williams,5,0,9
2011,18,lotus_racing,0,0,10
2011,18,hrt,0,0,11
2011,18,virgin,0,0,12
2011,19,red_bull,650,12,1
2011,19,mclaren,497,6,2
2011,19,ferrari,375,1,3
2011,19,mercedes,165,0,4
2011,19,renault,73,0,5
2011,19,force_india,69,0,6
2011,19,sauber,44,0,7
2011,19,toro_rosso,41,0,8
2011,19,williams,5,0,9
2011,19,lotus_racing,0,0,10
2011,19,hrt,0,0,11
2011,19,virgin,0,0,12
2012,1,mclaren,40,1,1
2012,1,red_bull,30,0,2
2012,1,sauber,12,0,3
2012,1,ferrari,10,0,4
2012,1,lotus_f1,6,0,5
2012,1,toro_rosso,2,0,6
2012,1,force_india,1,0,7
2012,1,mercedes,0,0,8
2012,1,williams,0,0,9
2012,1,marussia,0,0,10
2012,1,caterham,0,0,11
2012,2,mclaren,55,1,1
2012,2,red_bull,42,0,2
2012,2,ferrari,35,1,3
2012,2,sauber,30,0,4
2012,2,lotus_f1,16,0,5
2012,2,force_india,9,0,6
2012,2,williams,8,0,7
2012,2,toro_rosso,6,0,8
2012,2,mercedes,1,0,9
2012,2,marussia,0,0,10
2012,2,caterham,0,0,11
2012,2,hrt,0,0,12
2012,3,mclaren,88,1,1
2012,3,red_bull,64,0,2
2012,3,ferrari,37,1,3
2012,3,sauber,31,0,4
2012,3,mercedes,26,1,5
2012,3,lotus_f1,24,0,6
2012,3,williams,18,0,7
2012,3,force_india,9,0,8
2012,3,toro_rosso,6,0,9
2012,3,marussia,0,0,10
2012,3,caterham,0,0,11
2012,3,hrt,0,0,12
2012,4,red_bull,101,1,1
2012,4,mclaren,92,1,2
2012,4,lotus_f1,57,0,3
2012,4,ferrari,45,1,4
2012,4,mercedes,37,1,5
2012,4,sauber,31,0,6
2012,4,williams,18,0,7
2012,4,force_india,17,0,8
2012,4,toro_rosso,6,0,9
2012,4,marussia,0,0,10
2012,4,caterham,0,0,11
2012,4,hrt,0,0,12
2012,5,red_bull,109,1,1
2012,5,mclaren,98,1,2
2012,5,lotus_f1,84,0,3
2012,5,ferrari,63,1,4
2012,5,mercedes,43,1,5
2012,5,williams,43,1,6
2012,5,sauber,41,0,7
2012,5,force_india,18,0,8
2012,5,toro_rosso,6,0,9
2012,5,marussia,0,0,10
2012,5,caterham,0,0,11
2012,5,hrt,0,0,12
2012,6,red_bull,146,2,1
2012,6,mclaren,108,1,2
2012,6,ferrari,86,1,3
2012,6,lotus_f1,86,0,4
2012,6,mercedes,61,1,5
